source,target,source_title,target_title,shared_subtasks,cosine,jaccard,weighted_cosine,same_soc_major_group
29-1041.00,29-9099.01,Optometrists,Midwives,4,0.1993,0.1,0.218,1
19-1013.00,19-2043.00,Soil and Plant Scientists,Hydrologists,5,0.1992,0.1087,0.2343,1
29-2056.00,29-2081.00,Veterinary Technologists and Technicians,"Opticians, Dispensing",5,0.1992,0.1042,0.1635,1
17-1012.00,17-2081.00,Landscape Architects,Environmental Engineers,4,0.1988,0.1053,0.1942,1
17-2081.00,17-2199.03,Environmental Engineers,"Energy Engineers, Except Wind and Solar",4,0.1988,0.1053,0.2066,1
19-2021.00,19-3094.00,Atmospheric and Space Scientists,Political Scientists,4,0.1988,0.1053,0.2428,1
29-1123.00,29-1292.00,Physical Therapists,Dental Hygienists,4,0.1988,0.1053,0.1546,1
29-1151.00,29-1292.00,Nurse Anesthetists,Dental Hygienists,4,0.1988,0.1053,0.2054,1
29-1151.00,29-2072.00,Nurse Anesthetists,Medical Records Specialists,4,0.1988,0.1053,0.1952,1
29-1292.00,29-2031.00,Dental Hygienists,Cardiovascular Technologists and Technicians,4,0.1988,0.1053,0.2062,1
29-1299.02,29-2031.00,Orthoptists,Cardiovascular Technologists and Technicians,4,0.1988,0.1053,0.1995,1
29-2031.00,29-2072.00,Cardiovascular Technologists and Technicians,Medical Records Specialists,4,0.1988,0.1053,0.1931,1
17-2112.01,17-3029.01,Human Factors Engineers and Ergonomists,Non-Destructive Testing Specialists,3,0.1987,0.1071,0.1729,1
29-1021.00,29-2092.00,"Dentists, General",Hearing Aid Specialists,3,0.1987,0.1071,0.2089,1
29-1023.00,29-1214.00,Orthodontists,Emergency Medicine Physicians,3,0.1987,0.1071,0.2009,1
29-1023.00,29-1241.00,Orthodontists,"Ophthalmologists, Except Pediatric",3,0.1987,0.1071,0.1766,1
29-1023.00,29-2051.00,Orthodontists,Dietetic Technicians,3,0.1987,0.1071,0.1862,1
17-2199.11,17-3024.00,Solar Energy Systems Engineers,Electro-Mechanical and Mechatronics Technologists and Technicians,4,0.1985,0.1026,0.166,1
17-2199.11,17-3026.00,Solar Energy Systems Engineers,Industrial Engineering Technologists and Technicians,4,0.1985,0.1026,0.1829,1
19-1022.00,19-4042.00,Microbiologists,"Environmental Science and Protection Technicians, Including Health",4,0.1985,0.1026,0.1895,1
19-4013.00,19-4042.00,Food Science Technicians,"Environmental Science and Protection Technicians, Including Health",4,0.1985,0.1026,0.2074,1
29-1051.00,29-1229.04,Pharmacists,Physical Medicine and Rehabilitation Physicians,4,0.1985,0.1026,0.2153,1
29-1051.00,29-2091.00,Pharmacists,Orthotists and Prosthetists,4,0.1985,0.1026,0.1586,1
29-1129.01,29-1229.04,Art Therapists,Physical Medicine and Rehabilitation Physicians,4,0.1985,0.1026,0.2465,1
29-1129.01,29-1291.00,Art Therapists,Acupuncturists,4,0.1985,0.1026,0.2461,1
29-1129.01,29-2091.00,Art Therapists,Orthotists and Prosthetists,4,0.1985,0.1026,0.2109,1
17-2011.00,17-2199.05,Aerospace Engineers,Mechatronics Engineers,4,0.198,0.1081,0.2171,1
17-2051.00,17-2141.02,Civil Engineers,Automotive Engineers,4,0.198,0.1081,0.1736,1
17-2061.00,17-2141.02,Computer Hardware Engineers,Automotive Engineers,4,0.198,0.1081,0.2022,1
17-2141.02,17-3028.00,Automotive Engineers,Calibration Technologists and Technicians,4,0.198,0.1081,0.1932,1
19-1031.00,19-4012.01,Conservation Scientists,Precision Agriculture Technicians,4,0.198,0.1081,0.2274,1
19-4012.00,19-4042.00,Agricultural Technicians,"Environmental Science and Protection Technicians, Including Health",5,0.198,0.1087,0.2145,1
29-1051.00,29-1216.00,Pharmacists,General Internal Medicine Physicians,5,0.198,0.1087,0.2455,1
29-1071.01,29-9092.00,Anesthesiologist Assistants,Genetic Counselors,4,0.198,0.1081,0.1857,1
29-1122.01,29-1211.00,"Low Vision Therapists, Orientation and Mobility Specialists, and Vision Rehabilitation Therapists",Anesthesiologists,4,0.198,0.1081,0.1818,1
29-1129.01,29-1243.00,Art Therapists,Pediatric Surgeons,5,0.198,0.1087,0.0,1
17-1021.00,17-3011.00,Cartographers and Photogrammetrists,Architectural and Civil Drafters,3,0.1978,0.1,0.1837,1
17-2072.01,17-2141.00,Radio Frequency Identification Device Specialists,Mechanical Engineers,5,0.1976,0.1064,0.1802,1
19-1013.00,19-1029.01,Soil and Plant Scientists,Bioinformatics Scientists,3,0.1974,0.1034,0.2157,1
17-2031.00,17-3023.00,Bioengineers and Biomedical Engineers,Electrical and Electronic Engineering Technologists and Technicians,5,0.197,0.1087,0.1701,1
17-2112.03,17-3029.08,Manufacturing Engineers,Photonics Technicians,5,0.197,0.1087,0.1935,1
29-1161.00,29-2061.00,Nurse Midwives,Licensed Practical and Licensed Vocational Nurses,5,0.197,0.1087,0.219,1
17-2021.00,17-2031.00,Agricultural Engineers,Bioengineers and Biomedical Engineers,4,0.1966,0.1081,0.1513,1
17-2031.00,17-3024.01,Bioengineers and Biomedical Engineers,Robotics Technicians,4,0.1966,0.1081,0.2053,1
19-2041.02,19-4044.00,Environmental Restoration Planners,Hydrologic Technicians,4,0.1966,0.1081,0.0,1
19-1029.04,19-2012.00,Biologists,Physicists,5,0.1964,0.1087,0.1768,1
19-2012.00,19-2021.00,Physicists,Atmospheric and Space Scientists,5,0.1964,0.1087,0.2406,1
17-2051.01,17-2111.00,Transportation Engineers,"Health and Safety Engineers, Except Mining Safety Engineers and Inspectors",5,0.1961,0.1087,0.2156,1
19-1041.00,19-2032.00,Epidemiologists,Materials Scientists,3,0.1961,0.1071,0.179,1
29-1022.00,29-9091.00,Oral and Maxillofacial Surgeons,Athletic Trainers,3,0.1961,0.0938,0.2169,1
29-1125.00,29-1229.01,Recreational Therapists,Allergists and Immunologists,3,0.1961,0.1071,0.1999,1
29-1127.00,29-1128.00,Speech-Language Pathologists,Exercise Physiologists,5,0.1961,0.1087,0.1707,1
29-1127.00,29-1212.00,Speech-Language Pathologists,Cardiologists,5,0.1961,0.1087,0.0,1
29-1127.00,29-1229.03,Speech-Language Pathologists,Urologists,4,0.1961,0.1053,0.1993,1
29-1128.00,29-1181.00,Exercise Physiologists,Audiologists,5,0.1961,0.1087,0.1741,1
29-1215.00,29-2042.00,Family Medicine Physicians,Emergency Medical Technicians,3,0.1961,0.1071,0.0,1
29-1223.00,29-2042.00,Psychiatrists,Emergency Medical Technicians,3,0.1961,0.1071,0.0,1
29-1224.00,29-2011.02,Radiologists,Cytotechnologists,4,0.1961,0.0976,0.1747,1
29-1224.00,29-2042.00,Radiologists,Emergency Medical Technicians,4,0.1961,0.0976,0.0,1
29-1229.01,29-2042.00,Allergists and Immunologists,Emergency Medical Technicians,3,0.1961,0.1071,0.0,1
29-1299.01,29-2032.00,Naturopathic Physicians,Diagnostic Medical Sonographers,5,0.196,0.1064,0.2012,1
29-2053.00,29-9099.01,Psychiatric Technicians,Midwives,5,0.196,0.1064,0.2028,1
29-2099.05,29-9099.01,Ophthalmic Medical Technologists,Midwives,5,0.196,0.1064,0.2309,1
29-1021.00,29-1141.02,"Dentists, General",Advanced Practice Psychiatric Nurses,4,0.1956,0.1081,0.2045,1
29-1021.00,29-1243.00,"Dentists, General",Pediatric Surgeons,4,0.1956,0.1081,0.0,1
29-1122.00,29-1222.00,Occupational Therapists,"Physicians, Pathologists",4,0.1956,0.1081,0.1847,1
29-1141.02,29-1222.00,Advanced Practice Psychiatric Nurses,"Physicians, Pathologists",4,0.1956,0.1081,0.2245,1
29-1222.00,29-1243.00,"Physicians, Pathologists",Pediatric Surgeons,4,0.1956,0.1081,0.0,1
29-1243.00,29-2051.00,Pediatric Surgeons,Dietetic Technicians,4,0.1956,0.1081,0.0,1
17-1012.00,17-2121.00,Landscape Architects,Marine Engineers and Naval Architects,4,0.1952,0.1026,0.1875,1
17-2112.00,17-2199.08,Industrial Engineers,Robotics Engineers,4,0.1952,0.1081,0.1904,1
17-2161.00,17-2199.07,Nuclear Engineers,Photonics Engineers,4,0.1952,0.1081,0.2011,1
19-3011.00,19-3091.00,Economists,Anthropologists and Archeologists,4,0.1952,0.1,0.2051,1
19-3011.01,19-4099.03,Environmental Economists,Remote Sensing Technicians,4,0.1952,0.1081,0.0856,1
29-1011.00,29-2033.00,Chiropractors,Nuclear Medicine Technologists,4,0.1952,0.1081,0.2058,1
29-1011.00,29-2053.00,Chiropractors,Psychiatric Technicians,4,0.1952,0.1081,0.2067,1
29-1011.00,29-2099.05,Chiropractors,Ophthalmic Medical Technologists,4,0.1952,0.1081,0.2301,1
29-1071.00,29-2061.00,Physician Assistants,Licensed Practical and Licensed Vocational Nurses,4,0.1952,0.1026,0.1729,1
29-1242.00,29-2099.05,"Orthopedic Surgeons, Except Pediatric",Ophthalmic Medical Technologists,4,0.1952,0.1081,0.0,1
29-1292.00,29-2061.00,Dental Hygienists,Licensed Practical and Licensed Vocational Nurses,4,0.1952,0.1026,0.2175,1
29-2061.00,29-2072.00,Licensed Practical and Licensed Vocational Nurses,Medical Records Specialists,4,0.1952,0.1026,0.1958,1
19-2043.00,19-4012.00,Hydrologists,Agricultural Technicians,5,0.1946,0.1064,0.2055,1
29-1031.00,29-1216.00,Dietitians and Nutritionists,General Internal Medicine Physicians,5,0.1946,0.1064,0.1797,1
29-1031.00,29-9021.00,Dietitians and Nutritionists,Health Information Technologists and Medical Registrars,5,0.1946,0.1064,0.0,1
15-2021.00,19-2011.00,Mathematicians,Astronomers,3,0.1945,0.1071,0.1873,0
17-2011.00,17-2199.11,Aerospace Engineers,Solar Energy Systems Engineers,3,0.1945,0.1071,0.1976,1
17-2199.11,17-3027.01,Solar Energy Systems Engineers,Automotive Engineering Technicians,3,0.1945,0.1071,0.1538,1
19-1021.00,19-3022.00,Biochemists and Biophysicists,Survey Researchers,3,0.1945,0.1071,0.2253,1
19-1022.00,19-3022.00,Microbiologists,Survey Researchers,3,0.1945,0.1071,0.2013,1
19-2011.00,19-2031.00,Astronomers,Chemists,3,0.1945,0.1071,0.2251,1
19-2031.00,19-3022.00,Chemists,Survey Researchers,3,0.1945,0.1071,0.2005,1
29-1071.01,29-1213.00,Anesthesiologist Assistants,Dermatologists,3,0.1945,0.1071,0.166,1
29-1071.01,29-2091.00,Anesthesiologist Assistants,Orthotists and Prosthetists,3,0.1945,0.1071,0.1614,1
29-1122.01,29-2057.00,"Low Vision Therapists, Orientation and Mobility Specialists, and Vision Rehabilitation Therapists",Ophthalmic Medical Technicians,3,0.1945,0.1071,0.1682,1
29-1122.01,29-2091.00,"Low Vision Therapists, Orientation and Mobility Specialists, and Vision Rehabilitation Therapists",Orthotists and Prosthetists,3,0.1945,0.1071,0.185,1
17-1011.00,17-2131.00,"Architects, Except Landscape and Naval",Materials Engineers,4,0.194,0.1053,0.2167,1
17-1011.00,17-2151.00,"Architects, Except Landscape and Naval","Mining and Geological Engineers, Including Mining Safety Engineers",4,0.194,0.1053,0.217,1
17-1011.00,17-2171.00,"Architects, Except Landscape and Naval",Petroleum Engineers,4,0.194,0.1053,0.189,1
17-1011.00,17-3025.00,"Architects, Except Landscape and Naval",Environmental Engineering Technologists and Technicians,4,0.194,0.1053,0.1277,1
17-2011.00,17-2131.00,Aerospace Engineers,Materials Engineers,4,0.194,0.1053,0.2029,1
17-2011.00,17-3025.00,Aerospace Engineers,Environmental Engineering Technologists and Technicians,4,0.194,0.1053,0.2314,1
17-2051.00,17-2131.00,Civil Engineers,Materials Engineers,4,0.194,0.1053,0.2386,1
17-2061.00,17-2131.00,Computer Hardware Engineers,Materials Engineers,4,0.194,0.1053,0.2009,1
17-2061.00,17-3025.00,Computer Hardware Engineers,Environmental Engineering Technologists and Technicians,4,0.194,0.1053,0.1476,1
17-3025.00,17-3027.01,Environmental Engineering Technologists and Technicians,Automotive Engineering Technicians,4,0.194,0.1053,0.2103,1
19-1029.02,19-2011.00,Molecular and Cellular Biologists,Astronomers,4,0.194,0.1053,0.2333,1
19-3022.00,19-4043.00,Survey Researchers,"Geological Technicians, Except Hydrologic Technicians",4,0.194,0.1053,0.2031,1
29-1071.01,29-2035.00,Anesthesiologist Assistants,Magnetic Resonance Imaging Technologists,4,0.194,0.1053,0.1777,1
29-1122.01,29-1128.00,"Low Vision Therapists, Orientation and Mobility Specialists, and Vision Rehabilitation Therapists",Exercise Physiologists,4,0.194,0.1053,0.1824,1
15-1211.01,15-1241.00,Health Informatics Specialists,Computer Network Architects,5,0.1939,0.102,0.1824,1
15-1255.01,15-1299.03,Video Game Designers,Document Management Specialists,3,0.1936,0.1034,0.17,1
17-2031.00,17-3026.00,Bioengineers and Biomedical Engineers,Industrial Engineering Technologists and Technicians,5,0.1936,0.1064,0.1629,1
17-2071.00,17-3011.00,Electrical Engineers,Architectural and Civil Drafters,5,0.1936,0.1064,0.1695,1
17-2072.00,17-3026.00,"Electronics Engineers, Except Computer",Industrial Engineering Technologists and Technicians,5,0.1936,0.1064,0.1917,1
19-1012.00,19-2012.00,Food Scientists and Technologists,Physicists,3,0.1936,0.0968,0.1462,1
19-1012.00,19-2099.01,Food Scientists and Technologists,Remote Sensing Scientists and Technologists,3,0.1936,0.0968,0.1649,1
19-2041.02,19-2042.00,Environmental Restoration Planners,"Geoscientists, Except Hydrologists and Geographers",5,0.1936,0.1064,0.2022,1
19-3051.00,19-4042.00,Urban and Regional Planners,"Environmental Science and Protection Technicians, Including Health",5,0.1936,0.1064,0.1777,1
29-1011.00,29-1023.00,Chiropractors,Orthodontists,3,0.1936,0.1034,0.2018,1
29-1051.00,29-1221.00,Pharmacists,"Pediatricians, General",5,0.1936,0.1064,0.2305,1
29-1129.01,29-1217.00,Art Therapists,Neurologists,5,0.1936,0.1064,0.1909,1
29-1129.01,29-1221.00,Art Therapists,"Pediatricians, General",5,0.1936,0.1064,0.2032,1
29-1141.00,29-9091.00,Registered Nurses,Athletic Trainers,6,0.1934,0.1053,0.1918,1
29-1125.00,29-1141.03,Recreational Therapists,Critical Care Nurses,4,0.1931,0.0952,0.2202,1
17-2121.00,17-2199.05,Marine Engineers and Naval Architects,Mechatronics Engineers,5,0.1929,0.1064,0.1945,1
17-2141.01,17-2199.05,Fuel Cell Engineers,Mechatronics Engineers,5,0.1929,0.1064,0.1933,1
17-2141.02,17-3023.00,Automotive Engineers,Electrical and Electronic Engineering Technologists and Technicians,5,0.1929,0.1064,0.1863,1
29-1124.00,29-9092.00,Radiation Therapists,Genetic Counselors,5,0.1929,0.1064,0.1977,1
29-1224.00,29-2053.00,Radiologists,Psychiatric Technicians,5,0.1929,0.1042,0.2339,1
19-1029.01,19-4012.00,Bioinformatics Scientists,Agricultural Technicians,3,0.1928,0.1,0.176,1
15-1243.00,15-1255.00,Database Architects,Web and Digital Interface Designers,5,0.1925,0.1064,0.2047,1
17-2021.00,17-2199.05,Agricultural Engineers,Mechatronics Engineers,4,0.1925,0.1053,0.2116,1
17-2081.00,17-2151.00,Environmental Engineers,"Mining and Geological Engineers, Including Mining Safety Engineers",5,0.1925,0.1064,0.1969,1
17-2081.00,17-2171.00,Environmental Engineers,Petroleum Engineers,5,0.1925,0.1064,0.2132,1
17-2111.00,17-3027.00,"Health and Safety Engineers, Except Mining Safety Engineers and Inspectors",Mechanical Engineering Technologists and Technicians,5,0.1925,0.1064,0.19,1
17-2151.00,17-3027.00,"Mining and Geological Engineers, Including Mining Safety Engineers",Mechanical Engineering Technologists and Technicians,5,0.1925,0.1064,0.1965,1
17-2171.00,17-3027.00,Petroleum Engineers,Mechanical Engineering Technologists and Technicians,5,0.1925,0.1064,0.1951,1
17-3022.00,17-3027.00,Civil Engineering Technologists and Technicians,Mechanical Engineering Technologists and Technicians,4,0.1925,0.1026,0.2284,1
19-1041.00,19-2012.00,Epidemiologists,Physicists,4,0.1925,0.1053,0.2132,1
19-4031.00,19-4099.01,Chemical Technicians,Quality Control Analysts,4,0.1925,0.1053,0.2206,1
29-1022.00,29-1126.00,Oral and Maxillofacial Surgeons,Respiratory Therapists,3,0.1925,0.0909,0.1831,1
29-1081.00,29-1123.00,Podiatrists,Physical Therapists,4,0.1925,0.1026,0.1653,1
29-1123.00,29-1229.02,Physical Therapists,Hospitalists,4,0.1925,0.1026,0.1953,1
29-1126.00,29-1229.02,Respiratory Therapists,Hospitalists,4,0.1925,0.1026,0.1848,1
29-1128.00,29-1151.00,Exercise Physiologists,Nurse Anesthetists,5,0.1925,0.1064,0.2137,1
29-1131.00,29-2031.00,Veterinarians,Cardiovascular Technologists and Technicians,5,0.1925,0.1064,0.1742,1
29-1141.04,29-1229.05,Clinical Nurse Specialists,Preventive Medicine Physicians,4,0.1925,0.1026,0.1888,1
29-1141.04,29-2035.00,Clinical Nurse Specialists,Magnetic Resonance Imaging Technologists,5,0.1925,0.1064,0.2021,1
29-1151.00,29-2011.00,Nurse Anesthetists,Medical and Clinical Laboratory Technologists,4,0.1925,0.1026,0.1711,1
29-1211.00,29-2099.01,Anesthesiologists,Neurodiagnostic Technologists,4,0.1925,0.1053,0.1778,1
29-1181.00,29-9091.00,Audiologists,Athletic Trainers,5,0.1923,0.1064,0.1706,1
29-1229.04,29-2032.00,Physical Medicine and Rehabilitation Physicians,Diagnostic Medical Sonographers,4,0.192,0.0976,0.1971,1
29-2036.00,29-2091.00,Medical Dosimetrists,Orthotists and Prosthetists,4,0.192,0.0976,0.1667,1
29-2043.00,29-9099.01,Paramedics,Midwives,4,0.192,0.0976,0.2114,1
17-2041.00,17-2199.06,Chemical Engineers,Microsystems Engineers,4,0.1918,0.1,0.1989,1
17-2071.00,17-3021.00,Electrical Engineers,Aerospace Engineering and Operations Technologists and Technicians,4,0.1918,0.1,0.2074,1
29-1141.02,29-2032.00,Advanced Practice Psychiatric Nurses,Diagnostic Medical Sonographers,5,0.1915,0.1042,0.2014,1
29-1216.00,29-2032.00,General Internal Medicine Physicians,Diagnostic Medical Sonographers,5,0.1915,0.1042,0.1906,1
17-2072.00,17-2112.01,"Electronics Engineers, Except Computer",Human Factors Engineers and Ergonomists,4,0.1913,0.1053,0.1949,1
17-2112.01,17-3011.00,Human Factors Engineers and Ergonomists,Architectural and Civil Drafters,4,0.1913,0.1053,0.1533,1
17-3011.00,17-3026.01,Architectural and Civil Drafters,Nanotechnology Engineering Technologists and Technicians,4,0.1913,0.1053,0.1776,1
17-1022.01,17-2112.02,Geodetic Surveyors,Validation Engineers,3,0.1909,0.1034,0.1691,1
17-1022.01,17-3012.00,Geodetic Surveyors,Electrical and Electronics Drafters,3,0.1909,0.1034,0.1716,1
19-1042.00,19-2032.00,"Medical Scientists, Except Epidemiologists",Materials Scientists,3,0.1909,0.1034,0.1941,1
19-1042.00,19-3039.02,"Medical Scientists, Except Epidemiologists",Neuropsychologists,3,0.1909,0.1034,0.1994,1
19-2032.00,19-3032.00,Materials Scientists,Industrial-Organizational Psychologists,3,0.1909,0.1034,0.1813,1
29-1041.00,29-1214.00,Optometrists,Emergency Medicine Physicians,3,0.1909,0.1034,0.1886,1
29-1125.00,29-1214.00,Recreational Therapists,Emergency Medicine Physicians,3,0.1909,0.1034,0.1806,1
15-1231.00,15-1299.03,Computer Network Support Specialists,Document Management Specialists,4,0.1907,0.1053,0.1612,1
29-1122.00,29-1242.00,Occupational Therapists,"Orthopedic Surgeons, Except Pediatric",4,0.1907,0.1053,0.0,1
17-2051.02,17-2112.00,Water/Wastewater Engineers,Industrial Engineers,4,0.1905,0.1053,0.2195,1
17-2199.07,17-2199.09,Photonics Engineers,Nanosystems Engineers,4,0.1905,0.1053,0.2225,1
19-1013.00,19-3011.01,Soil and Plant Scientists,Environmental Economists,4,0.1905,0.1053,0.1894,1
19-3011.01,19-3099.01,Environmental Economists,Transportation Planners,4,0.1905,0.1053,0.1825,1
29-1218.00,29-2053.00,Obstetricians and Gynecologists,Psychiatric Technicians,4,0.1905,0.1053,0.2069,1
29-2012.00,29-2033.00,Medical and Clinical Laboratory Technicians,Nuclear Medicine Technologists,4,0.1905,0.1053,0.1738,1
29-2052.00,29-2099.05,Pharmacy Technicians,Ophthalmic Medical Technologists,4,0.1905,0.1053,0.1938,1
19-2041.02,19-3091.00,Environmental Restoration Planners,Anthropologists and Archeologists,5,0.1903,0.1042,0.2004,1
19-3051.00,19-3091.00,Urban and Regional Planners,Anthropologists and Archeologists,5,0.1903,0.1042,0.1309,1
29-1031.00,29-1161.00,Dietitians and Nutritionists,Nurse Midwives,5,0.1903,0.1042,0.1781,1
29-1031.00,29-1221.00,Dietitians and Nutritionists,"Pediatricians, General",5,0.1903,0.1042,0.1907,1
29-1141.03,29-2033.00,Critical Care Nurses,Nuclear Medicine Technologists,5,0.1899,0.102,0.177,1
17-2141.02,17-3026.00,Automotive Engineers,Industrial Engineering Technologists and Technicians,5,0.1895,0.1042,0.1918,1
