onet_soc_code,related_onet_soc_code,related_title,relatedness_tier,rank,related_is_stem
29-1223.00,29-1212.00,Cardiologists,Supplemental,15.0,1
29-1223.00,29-1218.00,Obstetricians and Gynecologists,Supplemental,16.0,1
29-1223.00,29-1242.00,"Orthopedic Surgeons, Except Pediatric",Supplemental,17.0,1
29-1223.00,29-9092.00,Genetic Counselors,Supplemental,18.0,1
29-1223.00,29-1299.01,Naturopathic Physicians,Supplemental,19.0,1
29-1223.00,29-1141.01,Acute Care Nurses,Supplemental,20.0,1
29-1224.00,29-1212.00,Cardiologists,Primary-Short,1.0,1
29-1224.00,29-1243.00,Pediatric Surgeons,Primary-Short,2.0,1
29-1224.00,29-1242.00,"Orthopedic Surgeons, Except Pediatric",Primary-Short,3.0,1
29-1224.00,29-2034.00,Radiologic Technologists and Technicians,Primary-Short,4.0,1
29-1224.00,29-1222.00,"Physicians, Pathologists",Primary-Short,5.0,1
29-1224.00,29-1124.00,Radiation Therapists,Primary-Long,6.0,1
29-1224.00,29-1216.00,General Internal Medicine Physicians,Primary-Long,7.0,1
29-1224.00,29-1214.00,Emergency Medicine Physicians,Primary-Long,8.0,1
29-1224.00,29-1229.03,Urologists,Primary-Long,9.0,1
29-1224.00,29-1217.00,Neurologists,Primary-Long,10.0,1
29-1224.00,29-2031.00,Cardiovascular Technologists and Technicians,Supplemental,11.0,1
29-1224.00,29-1211.00,Anesthesiologists,Supplemental,12.0,1
29-1224.00,29-2033.00,Nuclear Medicine Technologists,Supplemental,13.0,1
29-1224.00,29-2032.00,Diagnostic Medical Sonographers,Supplemental,14.0,1
29-1224.00,29-1229.01,Allergists and Immunologists,Supplemental,15.0,1
29-1224.00,29-1241.00,"Ophthalmologists, Except Pediatric",Supplemental,16.0,1
29-1224.00,29-1218.00,Obstetricians and Gynecologists,Supplemental,17.0,1
29-1224.00,29-1229.04,Physical Medicine and Rehabilitation Physicians,Supplemental,18.0,1
29-1224.00,29-2099.01,Neurodiagnostic Technologists,Supplemental,19.0,1
29-1224.00,29-1071.01,Anesthesiologist Assistants,Supplemental,20.0,1
29-1229.01,29-1212.00,Cardiologists,Primary-Short,1.0,1
29-1229.01,29-1216.00,General Internal Medicine Physicians,Primary-Short,2.0,1
29-1229.01,29-1243.00,Pediatric Surgeons,Primary-Short,3.0,1
29-1229.01,29-1213.00,Dermatologists,Primary-Short,4.0,1
29-1229.01,29-1241.00,"Ophthalmologists, Except Pediatric",Primary-Short,5.0,1
29-1229.01,29-1217.00,Neurologists,Primary-Long,6.0,1
29-1229.01,29-1221.00,"Pediatricians, General",Primary-Long,7.0,1
29-1229.01,29-1229.03,Urologists,Primary-Long,8.0,1
29-1229.01,29-1214.00,Emergency Medicine Physicians,Primary-Long,9.0,1
29-1229.01,29-1218.00,Obstetricians and Gynecologists,Primary-Long,10.0,1
29-1229.01,29-1242.00,"Orthopedic Surgeons, Except Pediatric",Supplemental,11.0,1
29-1229.01,29-1229.04,Physical Medicine and Rehabilitation Physicians,Supplemental,12.0,1
29-1229.01,29-1222.00,"Physicians, Pathologists",Supplemental,13.0,1
29-1229.01,29-1299.01,Naturopathic Physicians,Supplemental,14.0,1
29-1229.01,29-1215.00,Family Medicine Physicians,Supplemental,15.0,1
29-1229.01,29-1223.00,Psychiatrists,Supplemental,16.0,1
29-1229.01,29-1011.00,Chiropractors,Supplemental,17.0,1
29-1229.01,29-1141.04,Clinical Nurse Specialists,Supplemental,18.0,1
29-1229.01,29-1171.00,Nurse Practitioners,Supplemental,19.0,1
29-1229.01,19-3039.03,Clinical Neuropsychologists,Supplemental,20.0,1
29-1229.02,29-1216.00,General Internal Medicine Physicians,Primary-Short,1.0,1
29-1229.02,29-1214.00,Emergency Medicine Physicians,Primary-Short,2.0,1
29-1229.02,29-1215.00,Family Medicine Physicians,Primary-Short,3.0,1
29-1229.02,29-1221.00,"Pediatricians, General",Primary-Short,4.0,1
29-1229.02,29-1171.00,Nurse Practitioners,Primary-Short,5.0,1
29-1229.02,29-1218.00,Obstetricians and Gynecologists,Primary-Long,6.0,1
29-1229.02,29-1141.04,Clinical Nurse Specialists,Primary-Long,7.0,1
29-1229.02,29-1071.00,Physician Assistants,Primary-Long,8.0,1
29-1229.02,29-1141.00,Registered Nurses,Primary-Long,9.0,1
29-1229.02,29-1141.03,Critical Care Nurses,Primary-Long,10.0,1
29-1229.02,29-1211.00,Anesthesiologists,Supplemental,11.0,1
29-1229.02,29-1141.01,Acute Care Nurses,Supplemental,12.0,1
29-1229.02,29-1243.00,Pediatric Surgeons,Supplemental,13.0,1
29-1229.02,29-1217.00,Neurologists,Supplemental,14.0,1
29-1229.02,29-1212.00,Cardiologists,Supplemental,15.0,1
29-1229.02,29-1229.03,Urologists,Supplemental,16.0,1
29-1229.02,29-1229.04,Physical Medicine and Rehabilitation Physicians,Supplemental,17.0,1
29-1229.02,29-1223.00,Psychiatrists,Supplemental,18.0,1
29-1229.02,29-1141.02,Advanced Practice Psychiatric Nurses,Supplemental,19.0,1
29-1229.02,29-1161.00,Nurse Midwives,Supplemental,20.0,1
29-1229.03,29-1243.00,Pediatric Surgeons,Primary-Short,1.0,1
29-1229.03,29-1212.00,Cardiologists,Primary-Short,2.0,1
29-1229.03,29-1242.00,"Orthopedic Surgeons, Except Pediatric",Primary-Short,3.0,1
29-1229.03,29-1216.00,General Internal Medicine Physicians,Primary-Short,4.0,1
29-1229.03,29-1218.00,Obstetricians and Gynecologists,Primary-Short,5.0,1
29-1229.03,29-1213.00,Dermatologists,Primary-Long,6.0,1
29-1229.03,29-1241.00,"Ophthalmologists, Except Pediatric",Primary-Long,7.0,1
29-1229.03,29-1229.04,Physical Medicine and Rehabilitation Physicians,Primary-Long,8.0,1
29-1229.03,29-1217.00,Neurologists,Primary-Long,9.0,1
29-1229.03,29-1214.00,Emergency Medicine Physicians,Primary-Long,10.0,1
29-1229.03,29-1211.00,Anesthesiologists,Supplemental,11.0,1
29-1229.03,29-1221.00,"Pediatricians, General",Supplemental,12.0,1
29-1229.03,29-1229.01,Allergists and Immunologists,Supplemental,13.0,1
29-1229.03,29-1071.00,Physician Assistants,Supplemental,14.0,1
29-1229.03,29-1022.00,Oral and Maxillofacial Surgeons,Supplemental,15.0,1
29-1229.03,29-1215.00,Family Medicine Physicians,Supplemental,16.0,1
29-1229.03,29-1171.00,Nurse Practitioners,Supplemental,17.0,1
29-1229.03,29-1299.01,Naturopathic Physicians,Supplemental,18.0,1
29-1229.03,29-1011.00,Chiropractors,Supplemental,19.0,1
29-1229.03,29-1224.00,Radiologists,Supplemental,20.0,1
29-1229.04,29-1242.00,"Orthopedic Surgeons, Except Pediatric",Primary-Short,1.0,1
29-1229.04,29-1243.00,Pediatric Surgeons,Primary-Short,2.0,1
29-1229.04,29-1212.00,Cardiologists,Primary-Short,3.0,1
29-1229.04,29-1214.00,Emergency Medicine Physicians,Primary-Short,4.0,1
29-1229.04,29-1216.00,General Internal Medicine Physicians,Primary-Short,5.0,1
29-1229.04,29-1217.00,Neurologists,Primary-Long,6.0,1
29-1229.04,29-1123.00,Physical Therapists,Primary-Long,7.0,1
29-1229.04,29-1229.03,Urologists,Primary-Long,8.0,1
29-1229.04,29-1171.00,Nurse Practitioners,Primary-Long,9.0,1
29-1229.04,29-1122.00,Occupational Therapists,Primary-Long,10.0,1
29-1229.04,29-1211.00,Anesthesiologists,Supplemental,11.0,1
29-1229.04,31-2021.00,Physical Therapist Assistants,Supplemental,12.0,0
29-1229.04,29-1011.00,Chiropractors,Supplemental,13.0,1
29-1229.04,29-1215.00,Family Medicine Physicians,Supplemental,14.0,1
29-1229.04,29-1221.00,"Pediatricians, General",Supplemental,15.0,1
29-1229.04,29-1241.00,"Ophthalmologists, Except Pediatric",Supplemental,16.0,1
29-1229.04,29-1071.00,Physician Assistants,Supplemental,17.0,1
29-1229.04,29-1141.02,Advanced Practice Psychiatric Nurses,Supplemental,18.0,1
29-1229.04,29-1223.00,Psychiatrists,Supplemental,19.0,1
29-1229.04,29-2053.00,Psychiatric Technicians,Supplemental,20.0,1
29-1229.05,29-1214.00,Emergency Medicine Physicians,Primary-Short,1.0,1
29-1229.05,29-1216.00,General Internal Medicine Physicians,Primary-Short,2.0,1
29-1229.05,29-1215.00,Family Medicine Physicians,Primary-Short,3.0,1
29-1229.05,29-1229.04,Physical Medicine and Rehabilitation Physicians,Primary-Short,4.0,1
29-1229.05,29-1221.00,"Pediatricians, General",Primary-Short,5.0,1
29-1229.05,29-1218.00,Obstetricians and Gynecologists,Primary-Long,6.0,1
29-1229.05,29-1212.00,Cardiologists,Primary-Long,7.0,1
29-1229.05,29-1229.01,Allergists and Immunologists,Primary-Long,8.0,1
29-1229.05,19-1041.00,Epidemiologists,Primary-Long,9.0,1
29-1229.05,29-1299.01,Naturopathic Physicians,Primary-Long,10.0,1
29-1229.05,29-1171.00,Nurse Practitioners,Supplemental,11.0,1
29-1229.05,29-1141.04,Clinical Nurse Specialists,Supplemental,12.0,1
29-1229.05,29-1141.02,Advanced Practice Psychiatric Nurses,Supplemental,13.0,1
29-1229.05,29-1141.00,Registered Nurses,Supplemental,14.0,1
29-1229.05,29-1141.01,Acute Care Nurses,Supplemental,15.0,1
29-1229.05,29-2053.00,Psychiatric Technicians,Supplemental,16.0,1
29-1229.05,29-1071.00,Physician Assistants,Supplemental,17.0,1
29-1229.05,29-1223.00,Psychiatrists,Supplemental,18.0,1
29-1229.05,29-1243.00,Pediatric Surgeons,Supplemental,19.0,1
29-1229.05,29-1217.00,Neurologists,Supplemental,20.0,1
29-1229.06,29-1229.04,Physical Medicine and Rehabilitation Physicians,Primary-Short,1.0,1
29-1229.06,29-1242.00,"Orthopedic Surgeons, Except Pediatric",Primary-Short,2.0,1
29-1229.06,29-1243.00,Pediatric Surgeons,Primary-Short,3.0,1
29-1229.06,29-1216.00,General Internal Medicine Physicians,Primary-Short,4.0,1
29-1229.06,29-1214.00,Emergency Medicine Physicians,Primary-Short,5.0,1
29-1229.06,29-1212.00,Cardiologists,Primary-Long,6.0,1
29-1229.06,29-1081.00,Podiatrists,Primary-Long,7.0,1
29-1229.06,29-1011.00,Chiropractors,Primary-Long,8.0,1
29-1229.06,29-1215.00,Family Medicine Physicians,Primary-Long,9.0,1
29-1229.06,29-9091.00,Athletic Trainers,Primary-Long,10.0,1
29-1229.06,29-1211.00,Anesthesiologists,Supplemental,11.0,1
29-1229.06,29-1229.03,Urologists,Supplemental,12.0,1
29-1229.06,29-1217.00,Neurologists,Supplemental,13.0,1
29-1229.06,29-1213.00,Dermatologists,Supplemental,14.0,1
29-1229.06,29-1123.00,Physical Therapists,Supplemental,15.0,1
29-1229.06,29-1221.00,"Pediatricians, General",Supplemental,16.0,1
29-1229.06,29-1218.00,Obstetricians and Gynecologists,Supplemental,17.0,1
29-1229.06,29-1241.00,"Ophthalmologists, Except Pediatric",Supplemental,18.0,1
29-1229.06,29-1299.01,Naturopathic Physicians,Supplemental,19.0,1
29-1229.06,29-1171.00,Nurse Practitioners,Supplemental,20.0,1
29-1241.00,29-1243.00,Pediatric Surgeons,Primary-Short,1.0,1
29-1241.00,29-1242.00,"Orthopedic Surgeons, Except Pediatric",Primary-Short,2.0,1
29-1241.00,29-1212.00,Cardiologists,Primary-Short,3.0,1
29-1241.00,29-1213.00,Dermatologists,Primary-Short,4.0,1
29-1241.00,29-1041.00,Optometrists,Primary-Short,5.0,1
29-1241.00,29-1229.03,Urologists,Primary-Long,6.0,1
29-1241.00,29-1216.00,General Internal Medicine Physicians,Primary-Long,7.0,1
29-1241.00,29-1229.01,Allergists and Immunologists,Primary-Long,8.0,1
29-1241.00,29-1217.00,Neurologists,Primary-Long,9.0,1
29-1241.00,29-2099.05,Ophthalmic Medical Technologists,Primary-Long,10.0,1
29-1241.00,29-1022.00,Oral and Maxillofacial Surgeons,Supplemental,11.0,1
29-1241.00,29-1229.04,Physical Medicine and Rehabilitation Physicians,Supplemental,12.0,1
29-1241.00,29-1214.00,Emergency Medicine Physicians,Supplemental,13.0,1
29-1241.00,29-2057.00,Ophthalmic Medical Technicians,Supplemental,14.0,1
29-1241.00,29-1211.00,Anesthesiologists,Supplemental,15.0,1
29-1241.00,29-1218.00,Obstetricians and Gynecologists,Supplemental,16.0,1
29-1241.00,29-1221.00,"Pediatricians, General",Supplemental,17.0,1
29-1241.00,29-1011.00,Chiropractors,Supplemental,18.0,1
29-1241.00,29-1081.00,Podiatrists,Supplemental,19.0,1
29-1241.00,29-1171.00,Nurse Practitioners,Supplemental,20.0,1
29-1242.00,29-1243.00,Pediatric Surgeons,Primary-Short,1.0,1
29-1242.00,29-1241.00,"Ophthalmologists, Except Pediatric",Primary-Short,2.0,1
29-1242.00,29-1211.00,Anesthesiologists,Primary-Short,3.0,1
29-1242.00,29-1229.03,Urologists,Primary-Short,4.0,1
29-1242.00,29-1022.00,Oral and Maxillofacial Surgeons,Primary-Short,5.0,1
29-1242.00,29-1229.04,Physical Medicine and Rehabilitation Physicians,Primary-Long,6.0,1
29-1242.00,29-1213.00,Dermatologists,Primary-Long,7.0,1
29-1242.00,29-1217.00,Neurologists,Primary-Long,8.0,1
29-1242.00,29-1081.00,Podiatrists,Primary-Long,9.0,1
29-1242.00,29-1216.00,General Internal Medicine Physicians,Primary-Long,10.0,1
29-1242.00,29-1214.00,Emergency Medicine Physicians,Supplemental,11.0,1
29-1242.00,29-1212.00,Cardiologists,Supplemental,12.0,1
29-1242.00,29-1218.00,Obstetricians and Gynecologists,Supplemental,13.0,1
29-1242.00,29-1011.00,Chiropractors,Supplemental,14.0,1
29-1242.00,29-1071.01,Anesthesiologist Assistants,Supplemental,15.0,1
29-1242.00,31-9092.00,Medical Assistants,Supplemental,16.0,0
29-1242.00,29-1224.00,Radiologists,Supplemental,17.0,1
29-1242.00,29-1221.00,"Pediatricians, General",Supplemental,18.0,1
29-1242.00,29-1071.00,Physician Assistants,Supplemental,19.0,1
29-1242.00,29-1215.00,Family Medicine Physicians,Supplemental,20.0,1
29-1243.00,29-1242.00,"Orthopedic Surgeons, Except Pediatric",Primary-Short,1.0,1
29-1243.00,29-1241.00,"Ophthalmologists, Except Pediatric",Primary-Short,2.0,1
29-1243.00,29-1229.03,Urologists,Primary-Short,3.0,1
29-1243.00,29-1211.00,Anesthesiologists,Primary-Short,4.0,1
29-1243.00,29-1213.00,Dermatologists,Primary-Short,5.0,1
29-1243.00,29-1212.00,Cardiologists,Primary-Long,6.0,1
29-1243.00,29-1214.00,Emergency Medicine Physicians,Primary-Long,7.0,1
29-1243.00,29-1216.00,General Internal Medicine Physicians,Primary-Long,8.0,1
29-1243.00,29-1217.00,Neurologists,Primary-Long,9.0,1
29-1243.00,29-1022.00,Oral and Maxillofacial Surgeons,Primary-Long,10.0,1
29-1243.00,29-1218.00,Obstetricians and Gynecologists,Supplemental,11.0,1
29-1243.00,29-1229.04,Physical Medicine and Rehabilitation Physicians,Supplemental,12.0,1
29-1243.00,29-1221.00,"Pediatricians, General",Supplemental,13.0,1
29-1243.00,29-1071.01,Anesthesiologist Assistants,Supplemental,14.0,1
29-1243.00,29-1224.00,Radiologists,Supplemental,15.0,1
29-1243.00,29-1215.00,Family Medicine Physicians,Supplemental,16.0,1
29-1243.00,31-9092.00,Medical Assistants,Supplemental,17.0,0
29-1243.00,29-1071.00,Physician Assistants,Supplemental,18.0,1
29-1243.00,29-1011.00,Chiropractors,Supplemental,19.0,1
29-1243.00,29-1229.01,Allergists and Immunologists,Supplemental,20.0,1
29-1291.00,29-1299.01,Naturopathic Physicians,Primary-Short,1.0,1
29-1291.00,29-1011.00,Chiropractors,Primary-Short,2.0,1
29-1291.00,31-9011.00,Massage Therapists,Primary-Short,3.0,0
29-1291.00,29-1212.00,Cardiologists,Primary-Short,4.0,1
29-1291.00,29-1216.00,General Internal Medicine Physicians,Primary-Short,5.0,1
29-1291.00,29-1229.04,Physical Medicine and Rehabilitation Physicians,Primary-Long,6.0,1
29-1291.00,29-1171.00,Nurse Practitioners,Primary-Long,7.0,1
29-1291.00,29-1215.00,Family Medicine Physicians,Primary-Long,8.0,1
29-1291.00,29-1229.01,Allergists and Immunologists,Primary-Long,9.0,1
29-1291.00,29-1214.00,Emergency Medicine Physicians,Primary-Long,10.0,1
29-1291.00,29-1243.00,Pediatric Surgeons,Supplemental,11.0,1
29-1291.00,29-1242.00,"Orthopedic Surgeons, Except Pediatric",Supplemental,12.0,1
29-1291.00,29-1213.00,Dermatologists,Supplemental,13.0,1
29-1291.00,29-1218.00,Obstetricians and Gynecologists,Supplemental,14.0,1
29-1291.00,29-1241.00,"Ophthalmologists, Except Pediatric",Supplemental,15.0,1
29-1291.00,29-1229.03,Urologists,Supplemental,16.0,1
29-1291.00,29-1223.00,Psychiatrists,Supplemental,17.0,1
29-1291.00,29-1221.00,"Pediatricians, General",Supplemental,18.0,1
29-1291.00,29-1217.00,Neurologists,Supplemental,19.0,1
29-1291.00,29-1123.00,Physical Therapists,Supplemental,20.0,1
29-1292.00,31-9091.00,Dental Assistants,Primary-Short,1.0,0
29-1292.00,29-9093.00,Surgical Assistants,Primary-Short,2.0,1
29-1292.00,31-9092.00,Medical Assistants,Primary-Short,3.0,0
29-1292.00,29-2056.00,Veterinary Technologists and Technicians,Primary-Short,4.0,1
29-1292.00,29-2057.00,Ophthalmic Medical Technicians,Primary-Short,5.0,1
29-1292.00,29-2055.00,Surgical Technologists,Primary-Long,6.0,1
29-1292.00,29-1141.00,Registered Nurses,Primary-Long,7.0,1
29-1292.00,29-1126.00,Respiratory Therapists,Primary-Long,8.0,1
29-1292.00,29-1141.01,Acute Care Nurses,Primary-Long,9.0,1
29-1292.00,29-2061.00,Licensed Practical and Licensed Vocational Nurses,Primary-Long,10.0,1
29-1292.00,29-1021.00,"Dentists, General",Supplemental,11.0,1
29-1292.00,29-1022.00,Oral and Maxillofacial Surgeons,Supplemental,12.0,1
29-1292.00,29-1024.00,Prosthodontists,Supplemental,13.0,1
29-1292.00,29-1023.00,Orthodontists,Supplemental,14.0,1
29-1292.00,29-1151.00,Nurse Anesthetists,Supplemental,15.0,1
29-1292.00,29-1171.00,Nurse Practitioners,Supplemental,16.0,1
29-1292.00,29-1211.00,Anesthesiologists,Supplemental,17.0,1
29-1292.00,29-1213.00,Dermatologists,Supplemental,18.0,1
29-1292.00,29-1071.01,Anesthesiologist Assistants,Supplemental,19.0,1
29-1292.00,29-1214.00,Emergency Medicine Physicians,Supplemental,20.0,1
29-1299.01,29-1216.00,General Internal Medicine Physicians,Primary-Short,1.0,1
29-1299.01,29-1212.00,Cardiologists,Primary-Short,2.0,1
29-1299.01,29-1243.00,Pediatric Surgeons,Primary-Short,3.0,1
29-1299.01,29-1011.00,Chiropractors,Primary-Short,4.0,1
29-1299.01,29-1221.00,"Pediatricians, General",Primary-Short,5.0,1
29-1299.01,29-1218.00,Obstetricians and Gynecologists,Primary-Long,6.0,1
29-1299.01,29-1215.00,Family Medicine Physicians,Primary-Long,7.0,1
29-1299.01,29-1291.00,Acupuncturists,Primary-Long,8.0,1
29-1299.01,29-1213.00,Dermatologists,Primary-Long,9.0,1
29-1299.01,29-1229.01,Allergists and Immunologists,Primary-Long,10.0,1
29-1299.01,29-1217.00,Neurologists,Supplemental,11.0,1
29-1299.01,29-1171.00,Nurse Practitioners,Supplemental,12.0,1
29-1299.01,29-1229.04,Physical Medicine and Rehabilitation Physicians,Supplemental,13.0,1
29-1299.01,29-1229.03,Urologists,Supplemental,14.0,1
29-1299.01,29-1242.00,"Orthopedic Surgeons, Except Pediatric",Supplemental,15.0,1
29-1299.01,29-1214.00,Emergency Medicine Physicians,Supplemental,16.0,1
29-1299.01,29-1223.00,Psychiatrists,Supplemental,17.0,1
29-1299.01,29-1071.00,Physician Assistants,Supplemental,18.0,1
29-1299.01,29-1241.00,"Ophthalmologists, Except Pediatric",Supplemental,19.0,1
29-1299.01,29-1141.02,Advanced Practice Psychiatric Nurses,Supplemental,20.0,1
29-1299.02,29-1241.00,"Ophthalmologists, Except Pediatric",Primary-Short,1.0,1
29-1299.02,29-1041.00,Optometrists,Primary-Short,2.0,1
29-1299.02,29-1214.00,Emergency Medicine Physicians,Primary-Short,3.0,1
29-1299.02,29-1229.04,Physical Medicine and Rehabilitation Physicians,Primary-Short,4.0,1
29-1299.02,29-1217.00,Neurologists,Primary-Short,5.0,1
29-1299.02,29-1216.00,General Internal Medicine Physicians,Primary-Long,6.0,1
29-1299.02,29-1229.01,Allergists and Immunologists,Primary-Long,7.0,1
29-1299.02,29-1243.00,Pediatric Surgeons,Primary-Long,8.0,1
29-1299.02,29-1213.00,Dermatologists,Primary-Long,9.0,1
29-1299.02,29-1071.00,Physician Assistants,Primary-Long,10.0,1
29-1299.02,29-1222.00,"Physicians, Pathologists",Supplemental,11.0,1
29-1299.02,29-1215.00,Family Medicine Physicians,Supplemental,12.0,1
29-1299.02,29-1221.00,"Pediatricians, General",Supplemental,13.0,1
29-1299.02,29-1211.00,Anesthesiologists,Supplemental,14.0,1
29-1299.02,29-1223.00,Psychiatrists,Supplemental,15.0,1
29-1299.02,29-2099.05,Ophthalmic Medical Technologists,Supplemental,16.0,1
29-1299.02,29-1126.00,Respiratory Therapists,Supplemental,17.0,1
29-1299.02,29-1171.00,Nurse Practitioners,Supplemental,18.0,1
29-1299.02,29-1218.00,Obstetricians and Gynecologists,Supplemental,19.0,1
29-1299.02,29-1141.04,Clinical Nurse Specialists,Supplemental,20.0,1
29-2011.00,29-2012.00,Medical and Clinical Laboratory Technicians,Primary-Short,1.0,1
29-2011.00,29-2011.04,Histotechnologists,Primary-Short,2.0,1
29-2011.00,29-2011.01,Cytogenetic Technologists,Primary-Short,3.0,1
29-2011.00,29-2012.01,Histology Technicians,Primary-Short,4.0,1
29-2011.00,29-2031.00,Cardiovascular Technologists and Technicians,Primary-Short,5.0,1
29-2011.00,29-2033.00,Nuclear Medicine Technologists,Primary-Long,6.0,1
29-2011.00,29-2011.02,Cytotechnologists,Primary-Long,7.0,1
29-2011.00,29-2099.01,Neurodiagnostic Technologists,Primary-Long,8.0,1
29-2011.00,31-9097.00,Phlebotomists,Primary-Long,9.0,0
29-2011.00,19-4021.00,Biological Technicians,Primary-Long,10.0,1
29-2011.00,19-1022.00,Microbiologists,Supplemental,11.0,1
29-2011.00,29-1222.00,"Physicians, Pathologists",Supplemental,12.0,1
29-2011.00,29-2034.00,Radiologic Technologists and Technicians,Supplemental,13.0,1
29-2011.00,29-1212.00,Cardiologists,Supplemental,14.0,1
29-2011.00,19-4031.00,Chemical Technicians,Supplemental,15.0,1
29-2011.00,19-2031.00,Chemists,Supplemental,16.0,1
29-2011.00,29-1224.00,Radiologists,Supplemental,17.0,1
29-2011.00,29-2032.00,Diagnostic Medical Sonographers,Supplemental,18.0,1
29-2011.00,19-1042.00,"Medical Scientists, Except Epidemiologists",Supplemental,19.0,1
29-2011.00,29-2055.00,Surgical Technologists,Supplemental,20.0,1
29-2011.01,29-2011.00,Medical and Clinical Laboratory Technologists,Primary-Short,1.0,1
29-2011.01,29-2012.00,Medical and Clinical Laboratory Technicians,Primary-Short,2.0,1
29-2011.01,29-2011.04,Histotechnologists,Primary-Short,3.0,1
29-2011.01,29-2011.02,Cytotechnologists,Primary-Short,4.0,1
29-2011.01,29-2012.01,Histology Technicians,Primary-Short,5.0,1
29-2011.01,29-2033.00,Nuclear Medicine Technologists,Primary-Long,6.0,1
29-2011.01,19-1022.00,Microbiologists,Primary-Long,7.0,1
29-2011.01,19-1029.02,Molecular and Cellular Biologists,Primary-Long,8.0,1
29-2011.01,19-4021.00,Biological Technicians,Primary-Long,9.0,1
29-2011.01,17-2031.00,Bioengineers and Biomedical Engineers,Primary-Long,10.0,1
29-2011.01,29-1222.00,"Physicians, Pathologists",Supplemental,11.0,1
29-2011.01,29-2099.01,Neurodiagnostic Technologists,Supplemental,12.0,1
29-2011.01,19-1029.03,Geneticists,Supplemental,13.0,1
29-2011.01,29-2031.00,Cardiovascular Technologists and Technicians,Supplemental,14.0,1
29-2011.01,19-1029.01,Bioinformatics Scientists,Supplemental,15.0,1
29-2011.01,19-1042.00,"Medical Scientists, Except Epidemiologists",Supplemental,16.0,1
29-2011.01,19-1021.00,Biochemists and Biophysicists,Supplemental,17.0,1
29-2011.01,29-2034.00,Radiologic Technologists and Technicians,Supplemental,18.0,1
29-2011.01,29-1224.00,Radiologists,Supplemental,19.0,1
29-2011.01,31-9097.00,Phlebotomists,Supplemental,20.0,0
29-2011.02,29-2011.00,Medical and Clinical Laboratory Technologists,Primary-Short,1.0,1
29-2011.02,29-2011.01,Cytogenetic Technologists,Primary-Short,2.0,1
29-2011.02,29-2011.04,Histotechnologists,Primary-Short,3.0,1
29-2011.02,29-2012.01,Histology Technicians,Primary-Short,4.0,1
29-2011.02,29-1222.00,"Physicians, Pathologists",Primary-Short,5.0,1
29-2011.02,29-2099.01,Neurodiagnostic Technologists,Primary-Long,6.0,1
29-2011.02,29-1224.00,Radiologists,Primary-Long,7.0,1
29-2011.02,31-9097.00,Phlebotomists,Primary-Long,8.0,0
29-2011.02,19-1022.00,Microbiologists,Primary-Long,9.0,1
29-2011.02,19-1042.00,"Medical Scientists, Except Epidemiologists",Primary-Long,10.0,1
29-2011.02,29-2012.00,Medical and Clinical Laboratory Technicians,Supplemental,11.0,1
29-2011.02,29-2031.00,Cardiovascular Technologists and Technicians,Supplemental,12.0,1
29-2011.02,29-2034.00,Radiologic Technologists and Technicians,Supplemental,13.0,1
29-2011.02,29-2099.05,Ophthalmic Medical Technologists,Supplemental,14.0,1
29-2011.02,31-9099.02,Endoscopy Technicians,Supplemental,15.0,0
29-2011.02,29-2033.00,Nuclear Medicine Technologists,Supplemental,16.0,1
29-2011.02,29-2055.00,Surgical Technologists,Supplemental,17.0,1
29-2011.02,29-2057.00,Ophthalmic Medical Technicians,Supplemental,18.0,1
29-2011.02,29-9093.00,Surgical Assistants,Supplemental,19.0,1
29-2011.02,31-9093.00,Medical Equipment Preparers,Supplemental,20.0,0
29-2011.04,29-2012.01,Histology Technicians,Primary-Short,1.0,1
29-2011.04,29-2012.00,Medical and Clinical Laboratory Technicians,Primary-Short,2.0,1
29-2011.04,29-2011.00,Medical and Clinical Laboratory Technologists,Primary-Short,3.0,1
29-2011.04,29-2011.01,Cytogenetic Technologists,Primary-Short,4.0,1
29-2011.04,29-2011.02,Cytotechnologists,Primary-Short,5.0,1
29-2011.04,19-1022.00,Microbiologists,Primary-Long,6.0,1
29-2011.04,31-9097.00,Phlebotomists,Primary-Long,7.0,0
29-2011.04,29-2031.00,Cardiovascular Technologists and Technicians,Primary-Long,8.0,1
29-2011.04,19-4021.00,Biological Technicians,Primary-Long,9.0,1
29-2011.04,29-2099.01,Neurodiagnostic Technologists,Primary-Long,10.0,1
29-2011.04,29-1222.00,"Physicians, Pathologists",Supplemental,11.0,1
29-2011.04,29-2055.00,Surgical Technologists,Supplemental,12.0,1
29-2011.04,29-2033.00,Nuclear Medicine Technologists,Supplemental,13.0,1
29-2011.04,31-9099.02,Endoscopy Technicians,Supplemental,14.0,0
29-2011.04,31-9093.00,Medical Equipment Preparers,Supplemental,15.0,0
29-2011.04,19-4031.00,Chemical Technicians,Supplemental,16.0,1
29-2011.04,29-2034.00,Radiologic Technologists and Technicians,Supplemental,17.0,1
29-2011.04,29-9093.00,Surgical Assistants,Supplemental,18.0,1
29-2011.04,29-2056.00,Veterinary Technologists and Technicians,Supplemental,19.0,1
29-2011.04,29-2099.05,Ophthalmic Medical Technologists,Supplemental,20.0,1
29-2012.00,29-2011.00,Medical and Clinical Laboratory Technologists,Primary-Short,1.0,1
29-2012.00,29-2011.04,Histotechnologists,Primary-Short,2.0,1
29-2012.00,29-2012.01,Histology Technicians,Primary-Short,3.0,1
