onet_soc_code,related_onet_soc_code,related_title,relatedness_tier,rank,related_is_stem
19-3091.00,25-1061.00,"Anthropology and Archeology Teachers, Postsecondary",Primary-Short,3.0,1
19-3091.00,19-3092.00,Geographers,Primary-Short,4.0,1
19-3091.00,25-1062.00,"Area, Ethnic, and Cultural Studies Teachers, Postsecondary",Primary-Short,5.0,1
19-3091.00,25-1125.00,"History Teachers, Postsecondary",Primary-Long,6.0,0
19-3091.00,25-4012.00,Curators,Primary-Long,7.0,0
19-3091.00,25-4011.00,Archivists,Primary-Long,8.0,0
19-3091.00,19-2042.00,"Geoscientists, Except Hydrologists and Geographers",Primary-Long,9.0,1
19-3091.00,19-4061.00,Social Science Research Assistants,Primary-Long,10.0,1
19-3091.00,25-1067.00,"Sociology Teachers, Postsecondary",Supplemental,11.0,1
19-3091.00,25-1064.00,"Geography Teachers, Postsecondary",Supplemental,12.0,1
19-3091.00,15-2051.00,Data Scientists,Supplemental,13.0,1
19-3091.00,25-1065.00,"Political Science Teachers, Postsecondary",Supplemental,14.0,1
19-3091.00,25-1126.00,"Philosophy and Religion Teachers, Postsecondary",Supplemental,15.0,0
19-3091.00,25-1123.00,"English Language and Literature Teachers, Postsecondary",Supplemental,16.0,0
19-3091.00,19-3094.00,Political Scientists,Supplemental,17.0,1
19-3091.00,19-3022.00,Survey Researchers,Supplemental,18.0,1
19-3091.00,25-1113.00,"Social Work Teachers, Postsecondary",Supplemental,19.0,0
19-3091.00,25-1124.00,"Foreign Language and Literature Teachers, Postsecondary",Supplemental,20.0,0
19-3092.00,15-1299.02,Geographic Information Systems Technologists and Technicians,Primary-Short,1.0,1
19-3092.00,25-1064.00,"Geography Teachers, Postsecondary",Primary-Short,2.0,1
19-3092.00,19-2042.00,"Geoscientists, Except Hydrologists and Geographers",Primary-Short,3.0,1
19-3092.00,15-2051.00,Data Scientists,Primary-Short,4.0,1
19-3092.00,17-1021.00,Cartographers and Photogrammetrists,Primary-Short,5.0,1
19-3092.00,19-3091.00,Anthropologists and Archeologists,Primary-Long,6.0,1
19-3092.00,17-1022.01,Geodetic Surveyors,Primary-Long,7.0,1
19-3092.00,19-2021.00,Atmospheric and Space Scientists,Primary-Long,8.0,1
19-3092.00,19-2099.01,Remote Sensing Scientists and Technologists,Primary-Long,9.0,1
19-3092.00,15-2041.00,Statisticians,Primary-Long,10.0,1
19-3092.00,17-3031.00,Surveying and Mapping Technicians,Supplemental,11.0,1
19-3092.00,19-4044.00,Hydrologic Technicians,Supplemental,12.0,1
19-3092.00,19-3093.00,Historians,Supplemental,13.0,0
19-3092.00,19-1031.00,Conservation Scientists,Supplemental,14.0,1
19-3092.00,19-2043.00,Hydrologists,Supplemental,15.0,1
19-3092.00,19-3022.00,Survey Researchers,Supplemental,16.0,1
19-3092.00,19-3041.00,Sociologists,Supplemental,17.0,1
19-3092.00,19-3051.00,Urban and Regional Planners,Supplemental,18.0,1
19-3092.00,19-3011.01,Environmental Economists,Supplemental,19.0,1
19-3092.00,19-4043.00,"Geological Technicians, Except Hydrologic Technicians",Supplemental,20.0,1
19-3094.00,25-1065.00,"Political Science Teachers, Postsecondary",Primary-Short,1.0,1
19-3094.00,19-3041.00,Sociologists,Primary-Short,2.0,1
19-3094.00,19-3011.00,Economists,Primary-Short,3.0,1
19-3094.00,25-1112.00,"Law Teachers, Postsecondary",Primary-Short,4.0,0
19-3094.00,11-1031.00,Legislators,Primary-Short,5.0,0
19-3094.00,25-1067.00,"Sociology Teachers, Postsecondary",Primary-Long,6.0,1
19-3094.00,19-2041.01,Climate Change Policy Analysts,Primary-Long,7.0,1
19-3094.00,25-1063.00,"Economics Teachers, Postsecondary",Primary-Long,8.0,1
19-3094.00,19-3011.01,Environmental Economists,Primary-Long,9.0,1
19-3094.00,19-3022.00,Survey Researchers,Primary-Long,10.0,1
19-3094.00,11-2032.00,Public Relations Managers,Supplemental,11.0,0
19-3094.00,25-1011.00,"Business Teachers, Postsecondary",Supplemental,12.0,0
19-3094.00,13-1111.00,Management Analysts,Supplemental,13.0,0
19-3094.00,11-1011.00,Chief Executives,Supplemental,14.0,0
19-3094.00,13-1075.00,Labor Relations Specialists,Supplemental,15.0,0
19-3094.00,19-3051.00,Urban and Regional Planners,Supplemental,16.0,1
19-3094.00,33-3021.06,Intelligence Analysts,Supplemental,17.0,0
19-3094.00,13-1041.03,Equal Opportunity Representatives and Officers,Supplemental,18.0,0
19-3094.00,25-1125.00,"History Teachers, Postsecondary",Supplemental,19.0,0
19-3094.00,25-1111.00,"Criminal Justice and Law Enforcement Teachers, Postsecondary",Supplemental,20.0,0
19-3099.01,17-2051.01,Transportation Engineers,Primary-Short,1.0,1
19-3099.01,19-3051.00,Urban and Regional Planners,Primary-Short,2.0,1
19-3099.01,11-3071.00,"Transportation, Storage, and Distribution Managers",Primary-Short,3.0,0
19-3099.01,13-1081.01,Logistics Engineers,Primary-Short,4.0,0
19-3099.01,13-1081.00,Logisticians,Primary-Short,5.0,0
19-3099.01,53-6041.00,Traffic Technicians,Primary-Long,6.0,0
19-3099.01,13-1081.02,Logistics Analysts,Primary-Long,7.0,0
19-3099.01,17-2051.00,Civil Engineers,Primary-Long,8.0,1
19-3099.01,13-1082.00,Project Management Specialists,Primary-Long,9.0,0
19-3099.01,17-3022.00,Civil Engineering Technologists and Technicians,Primary-Long,10.0,1
19-3099.01,43-5011.01,Freight Forwarders,Supplemental,11.0,0
19-3099.01,13-1111.00,Management Analysts,Supplemental,12.0,0
19-3099.01,11-1011.03,Chief Sustainability Officers,Supplemental,13.0,0
19-3099.01,19-2041.00,"Environmental Scientists and Specialists, Including Health",Supplemental,14.0,1
19-3099.01,11-9199.11,Brownfield Redevelopment Specialists and Site Managers,Supplemental,15.0,0
19-3099.01,19-2041.01,Climate Change Policy Analysts,Supplemental,16.0,1
19-3099.01,13-1199.05,Sustainability Specialists,Supplemental,17.0,0
19-3099.01,19-2041.03,Industrial Ecologists,Supplemental,18.0,1
19-3099.01,53-1043.00,First-Line Supervisors of Material-Moving Machine and Vehicle Operators,Supplemental,19.0,0
19-3099.01,19-4044.00,Hydrologic Technicians,Supplemental,20.0,1
19-4012.00,17-2021.00,Agricultural Engineers,Primary-Short,1.0,1
19-4012.00,19-4021.00,Biological Technicians,Primary-Short,2.0,1
19-4012.00,11-9013.00,"Farmers, Ranchers, and Other Agricultural Managers",Primary-Short,3.0,0
19-4012.00,19-4012.01,Precision Agriculture Technicians,Primary-Short,4.0,1
19-4012.00,19-4013.00,Food Science Technicians,Primary-Short,5.0,1
19-4012.00,19-1012.00,Food Scientists and Technologists,Primary-Long,6.0,1
19-4012.00,51-8099.01,Biofuels Processing Technicians,Primary-Long,7.0,0
19-4012.00,45-1011.00,"First-Line Supervisors of Farming, Fishing, and Forestry Workers",Primary-Long,8.0,0
19-4012.00,19-4071.00,Forest and Conservation Technicians,Primary-Long,9.0,1
19-4012.00,29-2012.00,Medical and Clinical Laboratory Technicians,Primary-Long,10.0,1
19-4012.00,19-1013.00,Soil and Plant Scientists,Supplemental,11.0,1
19-4012.00,45-2092.00,"Farmworkers and Laborers, Crop, Nursery, and Greenhouse",Supplemental,12.0,0
19-4012.00,19-1022.00,Microbiologists,Supplemental,13.0,1
19-4012.00,25-1041.00,"Agricultural Sciences Teachers, Postsecondary",Supplemental,14.0,1
19-4012.00,19-4042.00,"Environmental Science and Protection Technicians, Including Health",Supplemental,15.0,1
19-4012.00,19-4031.00,Chemical Technicians,Supplemental,16.0,1
19-4012.00,17-3025.00,Environmental Engineering Technologists and Technicians,Supplemental,17.0,1
19-4012.00,19-1011.00,Animal Scientists,Supplemental,18.0,1
19-4012.00,11-3051.03,Biofuels Production Managers,Supplemental,19.0,0
19-4012.00,19-2031.00,Chemists,Supplemental,20.0,1
19-4012.01,19-1013.00,Soil and Plant Scientists,Primary-Short,1.0,1
19-4012.01,17-2021.00,Agricultural Engineers,Primary-Short,2.0,1
19-4012.01,19-4012.00,Agricultural Technicians,Primary-Short,3.0,1
19-4012.01,19-1031.00,Conservation Scientists,Primary-Short,4.0,1
19-4012.01,19-4043.00,"Geological Technicians, Except Hydrologic Technicians",Primary-Short,5.0,1
19-4012.01,19-2041.03,Industrial Ecologists,Primary-Long,6.0,1
19-4012.01,19-4071.00,Forest and Conservation Technicians,Primary-Long,7.0,1
19-4012.01,11-9013.00,"Farmers, Ranchers, and Other Agricultural Managers",Primary-Long,8.0,0
19-4012.01,19-1031.02,Range Managers,Primary-Long,9.0,1
19-4012.01,19-2041.00,"Environmental Scientists and Specialists, Including Health",Primary-Long,10.0,1
19-4012.01,17-2112.00,Industrial Engineers,Supplemental,11.0,1
19-4012.01,19-4044.00,Hydrologic Technicians,Supplemental,12.0,1
19-4012.01,17-3026.00,Industrial Engineering Technologists and Technicians,Supplemental,13.0,1
19-4012.01,19-4042.00,"Environmental Science and Protection Technicians, Including Health",Supplemental,14.0,1
19-4012.01,17-3025.00,Environmental Engineering Technologists and Technicians,Supplemental,15.0,1
19-4012.01,15-2051.00,Data Scientists,Supplemental,16.0,1
