dwa_id,dwa_title,iwa_title,gwa_title,n_occupations,n_tasks,degree
4.A.1.a.1.b.10,Review work orders or schedules to determine operations or procedures.,Read documents or materials to inform work processes.,Getting Information,1,1,0
4.A.1.a.1.b.12,Evaluate reports or designs to determine work needs.,Read documents or materials to inform work processes.,Getting Information,1,1,0
4.A.1.a.1.b.15,Review details of technical drawings or specifications.,Read documents or materials to inform work processes.,Getting Information,1,1,0
4.A.1.a.1.b.7,Read documents to gather technical information.,Read documents or materials to inform work processes.,Getting Information,6,8,1
4.A.1.a.1.b.8,Review technical documents to plan work.,Read documents or materials to inform work processes.,Getting Information,15,21,12
4.A.1.a.1.b.9,Review blueprints or specifications to determine work requirements.,Read documents or materials to inform work processes.,Getting Information,1,1,0
4.A.1.a.1.c.1,Collect evidence for legal proceedings.,Investigate criminal or legal matters.,Getting Information,1,2,0
4.A.1.a.1.c.2,Examine crime scenes to obtain evidence.,Investigate criminal or legal matters.,Getting Information,1,3,0
4.A.1.a.1.c.5,Examine records or other types of data to investigate criminal activities.,Investigate criminal or legal matters.,Getting Information,2,5,0
4.A.1.a.1.c.7,Investigate illegal or suspicious activities.,Investigate criminal or legal matters.,Getting Information,2,2,0
4.A.1.a.1.d.1,Obtain property information.,Gather information from physical or electronic sources.,Getting Information,1,1,0
4.A.1.a.1.d.5,Retrieve information from electronic sources.,Gather information from physical or electronic sources.,Getting Information,1,3,0
4.A.1.a.1.d.7,"Search files, databases or reference materials to obtain needed information.",Gather information from physical or electronic sources.,Getting Information,3,3,0
4.A.1.a.1.d.8,Collect archival data.,Gather information from physical or electronic sources.,Getting Information,6,7,0
4.A.1.a.1.f.1,Gather organizational performance information.,Gather data about operational or development activities.,Getting Information,1,1,0
4.A.1.a.1.f.3,Gather physical survey data.,Gather data about operational or development activities.,Getting Information,4,9,0
4.A.1.a.1.f.4,Collect data about project sites.,Gather data about operational or development activities.,Getting Information,7,8,0
4.A.1.a.1.h.1,Research hydrologic features or processes.,Research issues related to earth sciences.,Getting Information,4,7,0
4.A.1.a.1.h.2,Research geological features or processes.,Research issues related to earth sciences.,Getting Information,3,5,0
4.A.1.a.1.h.3,Conduct climatological research.,Research issues related to earth sciences.,Getting Information,5,9,0
4.A.1.a.1.i.2,Research industrial processes or operations.,"Research organizational behavior, processes, or performance.",Getting Information,5,5,0
4.A.1.a.1.i.3,Conduct scientific research of organizational behavior or processes.,"Research organizational behavior, processes, or performance.",Getting Information,3,6,0
4.A.1.a.1.j.1,Research impacts of environmental conservation initiatives.,Investigate the environmental impact of industrial or development activities.,Getting Information,8,11,6
4.A.1.a.1.j.3,Investigate the environmental impact of projects.,Investigate the environmental impact of industrial or development activities.,Getting Information,13,19,8
4.A.1.a.1.j.4,Monitor environmental impacts of production or development activities.,Investigate the environmental impact of industrial or development activities.,Getting Information,4,6,0
4.A.1.a.1.j.5,Research environmental impact of industrial or development activities.,Investigate the environmental impact of industrial or development activities.,Getting Information,10,23,4
4.A.1.a.1.j.6,Identify environmental concerns.,Investigate the environmental impact of industrial or development activities.,Getting Information,3,3,0
4.A.1.a.1.j.7,Evaluate environmental impact of operational or development activities.,Investigate the environmental impact of industrial or development activities.,Getting Information,3,3,0
4.A.1.a.1.l.1,Gather medical information from patient histories.,Collect information about patients or clients.,Getting Information,15,15,13
4.A.1.a.1.l.2,"Collect medical information from patients, family members, or other medical professionals.",Collect information about patients or clients.,Getting Information,33,35,46
4.A.1.a.1.l.3,"Collect information from people through observation, interviews, or surveys.",Collect information about patients or clients.,Getting Information,14,20,8
4.A.1.a.1.l.4,Collect information about clients.,Collect information about patients or clients.,Getting Information,2,2,0
4.A.1.a.1.m.1,Research livestock management methods.,Research agricultural processes or practices.,Getting Information,3,8,0
4.A.1.a.1.m.2,Research crop management methods.,Research agricultural processes or practices.,Getting Information,6,7,0
4.A.1.a.1.m.3,Research sustainable agricultural processes or practices.,Research agricultural processes or practices.,Getting Information,3,6,0
4.A.1.a.1.n.2,Gather customer or product information to determine customer needs.,Collect data about consumer needs or opinions.,Getting Information,4,4,0
4.A.1.a.1.n.5,Collect data about customer needs.,Collect data about consumer needs or opinions.,Getting Information,6,6,0
4.A.1.a.1.o.1,Observe individuals' activities to gather information or compile evidence.,"Investigate individuals' background, behavior, or activities.",Getting Information,1,1,0
4.A.1.a.1.p.1,Research genetic characteristics or expression.,Research biological or ecological phenomena.,Getting Information,5,12,1
4.A.1.a.1.p.2,Research diseases or parasites.,Research biological or ecological phenomena.,Getting Information,10,13,5
4.A.1.a.1.p.3,Conduct research of processes in natural or industrial ecosystems.,Research biological or ecological phenomena.,Getting Information,7,10,0
4.A.1.a.1.p.4,Research microbiological or chemical processes or structures.,Research biological or ecological phenomena.,Getting Information,5,12,0
4.A.1.a.1.p.5,Classify organisms based on their characteristics or behavior.,Research biological or ecological phenomena.,Getting Information,4,4,0
4.A.1.a.1.p.6,Examine characteristics or behavior of living organisms.,Research biological or ecological phenomena.,Getting Information,6,8,1
4.A.1.a.1.q.3,Obtain written authorization to perform activities.,Obtain formal documentation or authorization.,Getting Information,2,2,0
4.A.1.a.1.r.1,Conduct anthropological or archaeological research.,Research historical or social issues.,Getting Information,3,9,0
4.A.1.a.1.r.2,Conduct historical research.,Research historical or social issues.,Getting Information,2,2,0
4.A.1.a.1.r.3,Conduct research on social issues.,Research historical or social issues.,Getting Information,7,9,2
4.A.1.a.1.s.1,Conduct research to increase knowledge about medical issues.,Research healthcare issues.,Getting Information,35,38,44
4.A.1.a.1.s.2,Collect information about community health needs.,Research healthcare issues.,Getting Information,1,1,0
4.A.1.a.1.t.1,Research engineering aspects of biological or chemical processes.,Research technology designs or applications.,Getting Information,4,10,0
4.A.1.a.1.t.10,Research methods to improve food products.,Research technology designs or applications.,Getting Information,3,6,0
4.A.1.a.1.t.2,Research engineering applications of emerging technologies.,Research technology designs or applications.,Getting Information,4,5,0
4.A.1.a.1.t.3,Research design or application of green technologies.,Research technology designs or applications.,Getting Information,4,5,0
4.A.1.a.1.t.4,Conduct research to gain information about products or processes.,Research technology designs or applications.,Getting Information,16,19,16
4.A.1.a.1.t.5,Research advanced engineering designs or applications.,Research technology designs or applications.,Getting Information,7,10,2
4.A.1.a.1.t.6,"Research energy production, use, or conservation.",Research technology designs or applications.,Getting Information,4,5,0
4.A.1.a.1.t.7,Research human performance or health factors related to engineering or design activities.,Research technology designs or applications.,Getting Information,3,9,0
4.A.1.a.1.t.8,Research new technologies.,Research technology designs or applications.,Getting Information,1,1,0
4.A.1.a.1.t.9,Research product safety.,Research technology designs or applications.,Getting Information,1,3,0
4.A.1.a.1.u.2,Examine debris to obtain information about causes of fires.,Investigate incidents or accidents.,Getting Information,1,1,0
4.A.1.a.1.v.1,"Investigate system, equipment, or product failures.",Investigate organizational or operational problems.,Getting Information,6,6,0
4.A.1.a.1.v.3,Investigate safety of work environment.,Investigate organizational or operational problems.,Getting Information,4,7,0
4.A.1.a.1.w.1,"Interview employees, customers, or others to collect information.",Interview people to obtain information.,Getting Information,2,4,0
4.A.1.a.2.a.12,Monitor video displays of medical equipment to ensure proper functioning.,Monitor equipment operation.,"Monitoring Processes, Materials, or Surroundings",2,3,0
4.A.1.a.2.a.9,Assess equipment functioning.,Monitor equipment operation.,"Monitoring Processes, Materials, or Surroundings",1,1,0
4.A.1.a.2.b.1,Monitor industrial energy consumption or management.,Monitor operations to ensure adequate performance.,"Monitoring Processes, Materials, or Surroundings",2,3,0
4.A.1.a.2.b.15,Monitor the productivity or efficiency of industrial operations.,Monitor operations to ensure adequate performance.,"Monitoring Processes, Materials, or Surroundings",9,10,7
4.A.1.a.2.b.16,Monitor operational procedures in technical environments to ensure conformance to standards.,Monitor operations to ensure adequate performance.,"Monitoring Processes, Materials, or Surroundings",8,11,0
4.A.1.a.2.b.19,Monitor the handling of hazardous materials or medical wastes.,Monitor operations to ensure adequate performance.,"Monitoring Processes, Materials, or Surroundings",2,2,0
4.A.1.a.2.b.2,Monitor facilities or operational systems.,Monitor operations to ensure adequate performance.,"Monitoring Processes, Materials, or Surroundings",2,2,0
4.A.1.a.2.b.3,Monitor operational quality or safety.,Monitor operations to ensure adequate performance.,"Monitoring Processes, Materials, or Surroundings",1,1,0
4.A.1.a.2.b.6,Monitor construction operations.,Monitor operations to ensure adequate performance.,"Monitoring Processes, Materials, or Surroundings",1,1,0
4.A.1.a.2.b.9,Inspect operational processes.,Monitor operations to ensure adequate performance.,"Monitoring Processes, Materials, or Surroundings",4,4,0
4.A.1.a.2.c.1,Monitor financial information.,Monitor financial data or activities.,"Monitoring Processes, Materials, or Surroundings",1,1,0
4.A.1.a.2.c.3,Monitor sales activities.,Monitor financial data or activities.,"Monitoring Processes, Materials, or Surroundings",1,1,0
4.A.1.a.2.e.1,Monitor patient progress or responses to treatments.,Monitor health conditions of humans or animals.,"Monitoring Processes, Materials, or Surroundings",28,29,42
4.A.1.a.2.e.2,Monitor clients to evaluate treatment progress.,Monitor health conditions of humans or animals.,"Monitoring Processes, Materials, or Surroundings",1,1,0
4.A.1.a.2.e.3,Monitor patients following surgeries or other treatments.,Monitor health conditions of humans or animals.,"Monitoring Processes, Materials, or Surroundings",10,10,7
4.A.1.a.2.e.4,Monitor animal behavior or condition.,Monitor health conditions of humans or animals.,"Monitoring Processes, Materials, or Surroundings",2,2,0
4.A.1.a.2.e.5,Monitor health or behavior of people or animals.,Monitor health conditions of humans or animals.,"Monitoring Processes, Materials, or Surroundings",1,1,0
4.A.1.a.2.e.7,"Monitor patient conditions during treatments, procedures, or activities.",Monitor health conditions of humans or animals.,"Monitoring Processes, Materials, or Surroundings",23,34,48
4.A.1.a.2.e.8,Monitor nutrition related activities of individuals or groups.,Monitor health conditions of humans or animals.,"Monitoring Processes, Materials, or Surroundings",3,5,0
4.A.1.a.2.f.1,Monitor performance of organizational members or partners.,Monitor individual behavior or performance.,"Monitoring Processes, Materials, or Surroundings",3,3,0
4.A.1.a.2.f.3,Monitor student performance.,Monitor individual behavior or performance.,"Monitoring Processes, Materials, or Surroundings",1,1,0
4.A.1.a.2.f.6,Monitor activities of individuals to ensure safety or compliance with rules.,Monitor individual behavior or performance.,"Monitoring Processes, Materials, or Surroundings",1,1,0
4.A.1.a.2.g.12,Patrol natural areas to ensure safety or enforce regulations.,"Monitor safety or security of work areas, facilities, or properties.","Monitoring Processes, Materials, or Surroundings",1,1,0
4.A.1.a.2.g.13,Monitor work environment to ensure safety or adherence to specifications.,"Monitor safety or security of work areas, facilities, or properties.","Monitoring Processes, Materials, or Surroundings",1,1,0
4.A.1.a.2.g.5,Patrol properties to maintain safety.,"Monitor safety or security of work areas, facilities, or properties.","Monitoring Processes, Materials, or Surroundings",1,1,0
4.A.1.a.2.g.8,Monitor alarm systems.,"Monitor safety or security of work areas, facilities, or properties.","Monitoring Processes, Materials, or Surroundings",1,1,0
4.A.1.a.2.h.1,Monitor market conditions or trends.,"Monitor external affairs, trends, or events.","Monitoring Processes, Materials, or Surroundings",3,3,0
4.A.1.a.2.h.3,Monitor external affairs or events affecting business operations.,"Monitor external affairs, trends, or events.","Monitoring Processes, Materials, or Surroundings",1,1,0
4.A.1.a.2.i.2,Monitor environmental conditions to detect hazards.,Monitor environmental conditions.,"Monitoring Processes, Materials, or Surroundings",1,1,0
4.A.1.a.2.i.3,Measure environmental characteristics.,Monitor environmental conditions.,"Monitoring Processes, Materials, or Surroundings",8,10,1
4.A.1.a.2.i.4,Monitor activities affecting environmental quality.,Monitor environmental conditions.,"Monitoring Processes, Materials, or Surroundings",3,3,0
4.A.1.a.2.i.6,Inspect condition of natural environments.,Monitor environmental conditions.,"Monitoring Processes, Materials, or Surroundings",6,7,1
4.A.1.a.2.j.1,Monitor the security of digital information.,Monitor operation of computer or information technologies.,"Monitoring Processes, Materials, or Surroundings",5,5,0
4.A.1.a.2.j.2,Monitor the performance of computer networks.,Monitor operation of computer or information technologies.,"Monitoring Processes, Materials, or Surroundings",5,7,0
4.A.1.a.2.j.3,Monitor computer system performance to ensure proper operation.,Monitor operation of computer or information technologies.,"Monitoring Processes, Materials, or Surroundings",5,6,1
4.A.1.a.2.k.10,Determine operational compliance with regulations or standards.,Monitor operations to ensure compliance with regulations or standards.,"Monitoring Processes, Materials, or Surroundings",1,1,0
4.A.1.a.2.k.11,Monitor medical facility activities to ensure adherence to standards or regulations.,Monitor operations to ensure compliance with regulations or standards.,"Monitoring Processes, Materials, or Surroundings",4,5,0
4.A.1.a.2.k.2,Inspect products or operations to ensure that standards are met.,Monitor operations to ensure compliance with regulations or standards.,"Monitoring Processes, Materials, or Surroundings",1,1,0
4.A.1.a.2.k.3,Monitor operations to ensure compliance with safety or security policies or regulations.,Monitor operations to ensure compliance with regulations or standards.,"Monitoring Processes, Materials, or Surroundings",1,1,0
4.A.1.a.2.k.4,Monitor organizational compliance with regulations.,Monitor operations to ensure compliance with regulations or standards.,"Monitoring Processes, Materials, or Surroundings",2,2,0
4.A.1.a.2.k.5,Verify that medical activities or operations meet standards.,Monitor operations to ensure compliance with regulations or standards.,"Monitoring Processes, Materials, or Surroundings",4,5,0
4.A.1.a.2.k.6,Monitor processes for compliance with standards.,Monitor operations to ensure compliance with regulations or standards.,"Monitoring Processes, Materials, or Surroundings",11,14,3
4.A.1.a.2.k.8,Monitor operational activities to ensure compliance with regulations or standard operating procedures.,Monitor operations to ensure compliance with regulations or standards.,"Monitoring Processes, Materials, or Surroundings",3,3,0
4.A.1.a.2.k.9,Evaluate construction projects to determine compliance with external standards or regulations.,Monitor operations to ensure compliance with regulations or standards.,"Monitoring Processes, Materials, or Surroundings",1,1,0
4.A.1.b.1.a.3,Mark materials or objects for identification.,Mark materials or objects for identification.,"Identifying Objects, Actions, and Events",1,1,0
4.A.1.b.1.b.1,Identify opportunities for green initiatives.,Identify business or organizational opportunities.,"Identifying Objects, Actions, and Events",1,2,0
4.A.1.b.1.b.2,Identify potential customers.,Identify business or organizational opportunities.,"Identifying Objects, Actions, and Events",3,4,0
4.A.1.b.1.b.5,Identify new applications for existing technologies.,Identify business or organizational opportunities.,"Identifying Objects, Actions, and Events",3,4,0
4.A.1.b.1.b.6,Identify opportunities to improve operational efficiency.,Identify business or organizational opportunities.,"Identifying Objects, Actions, and Events",1,1,0
4.A.1.b.1.b.7,Identify sustainable business practices.,Identify business or organizational opportunities.,"Identifying Objects, Actions, and Events",4,5,0
4.A.1.b.2.a.1,Test patient heart or lung functioning.,Administer diagnostic tests to assess patient health.,"Inspecting Equipment, Structures, or Materials",6,11,3
4.A.1.b.2.a.2,Administer screening tests to determine abilities or treatment needs.,Administer diagnostic tests to assess patient health.,"Inspecting Equipment, Structures, or Materials",1,1,0
4.A.1.b.2.a.3,Test patient hearing.,Administer diagnostic tests to assess patient health.,"Inspecting Equipment, Structures, or Materials",3,5,0
4.A.1.b.2.a.4,Test patient vision.,Administer diagnostic tests to assess patient health.,"Inspecting Equipment, Structures, or Materials",5,24,0
4.A.1.b.2.a.5,Conduct diagnostic tests to determine patient health.,Administer diagnostic tests to assess patient health.,"Inspecting Equipment, Structures, or Materials",4,4,0
4.A.1.b.2.a.7,Test patient nervous system functioning.,Administer diagnostic tests to assess patient health.,"Inspecting Equipment, Structures, or Materials",4,7,0
4.A.1.b.2.a.8,Test biological specimens to gather information about patient conditions.,Administer diagnostic tests to assess patient health.,"Inspecting Equipment, Structures, or Materials",10,10,7
4.A.1.b.2.b.1,Test green technologies or processes.,Evaluate green technologies or processes.,"Inspecting Equipment, Structures, or Materials",6,12,0
4.A.1.b.2.c.1,"Test materials, solutions, or samples.",Test characteristics of materials or products.,"Inspecting Equipment, Structures, or Materials",1,1,0
4.A.1.b.2.c.2,Test products for functionality or quality.,Test characteristics of materials or products.,"Inspecting Equipment, Structures, or Materials",6,7,0
4.A.1.b.2.c.3,Analyze test results.,Test characteristics of materials or products.,"Inspecting Equipment, Structures, or Materials",3,3,0
4.A.1.b.2.c.4,Test characteristics of materials or structures.,Test characteristics of materials or products.,"Inspecting Equipment, Structures, or Materials",9,10,2
4.A.1.b.2.c.6,Test fluids to identify contamination or other problems.,Test characteristics of materials or products.,"Inspecting Equipment, Structures, or Materials",1,1,0
4.A.1.b.2.c.7,Test quality of materials or finished products.,Test characteristics of materials or products.,"Inspecting Equipment, Structures, or Materials",8,11,0
4.A.1.b.2.e.12,Inspect facilities or sites to determine if they meet specifications or standards.,Inspect facilities or equipment.,"Inspecting Equipment, Structures, or Materials",13,17,6
4.A.1.b.2.e.14,Inspect facilities for cleanliness.,Inspect facilities or equipment.,"Inspecting Equipment, Structures, or Materials",1,1,0
4.A.1.b.2.e.15,Inspect condition or functioning of facilities or equipment.,Inspect facilities or equipment.,"Inspecting Equipment, Structures, or Materials",2,2,0
4.A.1.b.2.e.2,Inspect work sites to identify potential environmental or safety hazards.,Inspect facilities or equipment.,"Inspecting Equipment, Structures, or Materials",2,2,0
4.A.1.b.2.e.5,Inspect work environments to ensure safety.,Inspect facilities or equipment.,"Inspecting Equipment, Structures, or Materials",3,3,0
4.A.1.b.2.e.9,Inspect areas for compliance with sanitation standards.,Inspect facilities or equipment.,"Inspecting Equipment, Structures, or Materials",3,3,0
4.A.1.b.2.f.1,Verify alignment of structures or equipment.,Inspect completed work or finished products.,"Inspecting Equipment, Structures, or Materials",1,1,0
4.A.1.b.2.f.8,Inspect finished products to locate flaws.,Inspect completed work or finished products.,"Inspecting Equipment, Structures, or Materials",8,9,0
4.A.1.b.2.g.11,Inspect equipment or systems.,"Inspect commercial, industrial, or production systems or equipment.","Inspecting Equipment, Structures, or Materials",7,7,1
4.A.1.b.2.g.14,Inspect equipment to ensure safety or proper functioning.,"Inspect commercial, industrial, or production systems or equipment.","Inspecting Equipment, Structures, or Materials",1,1,0
4.A.1.b.2.g.18,Inspect equipment to ensure proper functioning.,"Inspect commercial, industrial, or production systems or equipment.","Inspecting Equipment, Structures, or Materials",5,5,0
4.A.1.b.2.g.2,Inspect safety equipment to ensure proper functioning.,"Inspect commercial, industrial, or production systems or equipment.","Inspecting Equipment, Structures, or Materials",1,1,0
4.A.1.b.2.g.21,Examine medical instruments or equipment to ensure proper operation.,"Inspect commercial, industrial, or production systems or equipment.","Inspecting Equipment, Structures, or Materials",12,12,23
4.A.1.b.2.g.9,Conduct validation tests of equipment or processes.,"Inspect commercial, industrial, or production systems or equipment.","Inspecting Equipment, Structures, or Materials",6,9,0
4.A.1.b.2.h.1,Test computer hardware performance.,Test performance of computer or information systems.,"Inspecting Equipment, Structures, or Materials",7,7,7
4.A.1.b.2.h.2,Test computer system operations to ensure proper functioning.,Test performance of computer or information systems.,"Inspecting Equipment, Structures, or Materials",12,18,9
4.A.1.b.2.h.3,Test software performance.,Test performance of computer or information systems.,"Inspecting Equipment, Structures, or Materials",14,22,25
4.A.1.b.2.i.1,Check physical condition of people or animals.,Examine people or animals to assess health conditions or physical characteristics.,"Inspecting Equipment, Structures, or Materials",3,3,0
4.A.1.b.2.i.3,Examine patients to assess general physical condition.,Examine people or animals to assess health conditions or physical characteristics.,"Inspecting Equipment, Structures, or Materials",28,39,37
4.A.1.b.2.i.4,"Examine mouth, teeth, gums, or related facial structures.",Examine people or animals to assess health conditions or physical characteristics.,"Inspecting Equipment, Structures, or Materials",4,6,0
4.A.1.b.2.i.5,Measure the physical or physiological attributes of patients.,Examine people or animals to assess health conditions or physical characteristics.,"Inspecting Equipment, Structures, or Materials",11,15,6
4.A.1.b.2.j.6,Evaluate characteristics of archival or historical objects.,Inspect characteristics or conditions of materials or products.,"Inspecting Equipment, Structures, or Materials",1,1,0
4.A.1.b.2.j.7,Examine condition of property or products.,Inspect characteristics or conditions of materials or products.,"Inspecting Equipment, Structures, or Materials",1,1,0
4.A.1.b.2.k.2,Test facilities for environmental hazards.,Test sites or materials for environmental hazards.,"Inspecting Equipment, Structures, or Materials",1,1,0
4.A.1.b.2.l.2,"Test performance of electrical, electronic, mechanical, or integrated systems or equipment.",Test performance of equipment or systems.,"Inspecting Equipment, Structures, or Materials",27,43,44
4.A.1.b.2.l.7,Test mechanical systems to ensure proper functioning.,Test performance of equipment or systems.,"Inspecting Equipment, Structures, or Materials",1,1,0
4.A.1.b.3.a.10,Measure ingredients or substances to be used in production processes.,"Measure physical characteristics of materials, products, or equipment.","Estimating the Quantifiable Characteristics of Products, Events, or Information",1,1,0
4.A.1.b.3.a.17,Measure the level or depth of water or other liquids.,"Measure physical characteristics of materials, products, or equipment.","Estimating the Quantifiable Characteristics of Products, Events, or Information",1,1,0
4.A.1.b.3.a.3,Measure physical or chemical properties of materials or objects.,"Measure physical characteristics of materials, products, or equipment.","Estimating the Quantifiable Characteristics of Products, Events, or Information",6,11,0
4.A.1.b.3.a.5,Measure radiation levels.,"Measure physical characteristics of materials, products, or equipment.","Estimating the Quantifiable Characteristics of Products, Events, or Information",3,6,0
4.A.1.b.3.a.6,Measure distances or dimensions.,"Measure physical characteristics of materials, products, or equipment.","Estimating the Quantifiable Characteristics of Products, Events, or Information",1,1,0
4.A.1.b.3.a.8,"Calculate weights, volumes or other characteristics of materials.","Measure physical characteristics of materials, products, or equipment.","Estimating the Quantifiable Characteristics of Products, Events, or Information",2,2,0
4.A.1.b.3.a.9,Measure ingredients.,"Measure physical characteristics of materials, products, or equipment.","Estimating the Quantifiable Characteristics of Products, Events, or Information",1,1,0
4.A.1.b.3.b.1,Estimate time or monetary resources needed to complete projects.,Estimate project development or operational costs.,"Estimating the Quantifiable Characteristics of Products, Events, or Information",4,4,0
4.A.1.b.3.b.4,Estimate operational costs.,Estimate project development or operational costs.,"Estimating the Quantifiable Characteristics of Products, Events, or Information",18,22,24
4.A.1.b.3.b.5,Estimate green project costs.,Estimate project development or operational costs.,"Estimating the Quantifiable Characteristics of Products, Events, or Information",1,1,0
4.A.1.b.3.b.6,Estimate costs for projects or productions.,Estimate project development or operational costs.,"Estimating the Quantifiable Characteristics of Products, Events, or Information",1,1,0
4.A.1.b.3.d.1,Survey land or properties.,Assess characteristics of land or property.,"Estimating the Quantifiable Characteristics of Products, Events, or Information",4,6,0
4.A.1.b.3.d.3,Calculate geographic positions from survey data.,Assess characteristics of land or property.,"Estimating the Quantifiable Characteristics of Products, Events, or Information",4,10,0
4.A.1.b.3.d.4,Survey land or bodies of water to measure or determine features.,Assess characteristics of land or property.,"Estimating the Quantifiable Characteristics of Products, Events, or Information",8,16,1
4.A.1.b.3.d.5,Assess locations for potential green technology installations.,Assess characteristics of land or property.,"Estimating the Quantifiable Characteristics of Products, Events, or Information",1,1,0
4.A.2.a.1.a.2,"Assess patient work, living, or social environments.","Assess living, work, or social needs or status of individuals or communities.","Judging the Qualities of Objects, Services, or People",3,3,0
4.A.2.a.1.b.1,Evaluate program effectiveness.,"Evaluate programs, practices, or processes.","Judging the Qualities of Objects, Services, or People",1,1,0
4.A.2.a.1.b.2,Evaluate the effectiveness of counseling or educational programs.,"Evaluate programs, practices, or processes.","Judging the Qualities of Objects, Services, or People",1,1,0
4.A.2.a.1.b.4,Evaluate effectiveness of personnel policies or practices.,"Evaluate programs, practices, or processes.","Judging the Qualities of Objects, Services, or People",1,1,0
4.A.2.a.1.b.5,Evaluate effectiveness of educational programs.,"Evaluate programs, practices, or processes.","Judging the Qualities of Objects, Services, or People",20,20,27
4.A.2.a.1.b.7,Evaluate civic projects or public policies.,"Evaluate programs, practices, or processes.","Judging the Qualities of Objects, Services, or People",4,5,0
4.A.2.a.1.c.1,Assess educational needs of students.,"Assess student capabilities, needs, or performance.","Judging the Qualities of Objects, Services, or People",2,2,0
4.A.2.a.1.c.2,Administer tests to assess educational needs or progress.,"Assess student capabilities, needs, or performance.","Judging the Qualities of Objects, Services, or People",20,20,27
4.A.2.a.1.c.3,Prepare tests.,"Assess student capabilities, needs, or performance.","Judging the Qualities of Objects, Services, or People",20,20,27
4.A.2.a.1.c.4,Evaluate student work.,"Assess student capabilities, needs, or performance.","Judging the Qualities of Objects, Services, or People",20,44,27
4.A.2.a.1.d.1,Evaluate performance of educational staff.,Evaluate personnel capabilities or performance.,"Judging the Qualities of Objects, Services, or People",2,2,0
4.A.2.a.1.d.4,Evaluate employee performance.,Evaluate personnel capabilities or performance.,"Judging the Qualities of Objects, Services, or People",5,5,0
4.A.2.a.1.d.5,Evaluate capabilities or training needs.,Evaluate personnel capabilities or performance.,"Judging the Qualities of Objects, Services, or People",1,1,0
4.A.2.a.1.d.6,"Evaluate performance of applicants, trainees, or employees.",Evaluate personnel capabilities or performance.,"Judging the Qualities of Objects, Services, or People",1,1,0
4.A.2.a.1.e.3,Evaluate quality of materials or products.,Evaluate production inputs or outputs.,"Judging the Qualities of Objects, Services, or People",5,6,0
4.A.2.a.1.f.1,Assess physical conditions of patients to aid in diagnosis or treatment.,Evaluate patient or client condition or treatment options.,"Judging the Qualities of Objects, Services, or People",3,3,0
4.A.2.a.1.f.2,"Evaluate patient functioning, capabilities, or health.",Evaluate patient or client condition or treatment options.,"Judging the Qualities of Objects, Services, or People",17,19,20
4.A.2.a.1.f.3,Evaluate patient outcomes to determine effectiveness of treatments.,Evaluate patient or client condition or treatment options.,"Judging the Qualities of Objects, Services, or People",6,7,1
4.A.2.a.1.f.4,Evaluate treatment options to guide medical decisions.,Evaluate patient or client condition or treatment options.,"Judging the Qualities of Objects, Services, or People",8,8,3
4.A.2.a.1.f.5,Assess skin or hair conditions.,Evaluate patient or client condition or treatment options.,"Judging the Qualities of Objects, Services, or People",1,1,0
4.A.2.a.1.g.1,"Assess the cost effectiveness of products, projects, or services.","Evaluate the characteristics, usefulness, or performance of products or technologies.","Judging the Qualities of Objects, Services, or People",1,1,0
4.A.2.a.1.g.2,Evaluate new technologies or methods.,"Evaluate the characteristics, usefulness, or performance of products or technologies.","Judging the Qualities of Objects, Services, or People",7,7,0
4.A.2.a.1.g.3,"Evaluate potential of products, technologies, or resources.","Evaluate the characteristics, usefulness, or performance of products or technologies.","Judging the Qualities of Objects, Services, or People",2,2,0
4.A.2.a.1.g.4,Evaluate the characteristics of green technologies.,"Evaluate the characteristics, usefulness, or performance of products or technologies.","Judging the Qualities of Objects, Services, or People",2,2,0
4.A.2.a.1.g.5,Assess product or process usefulness.,"Evaluate the characteristics, usefulness, or performance of products or technologies.","Judging the Qualities of Objects, Services, or People",5,5,0
4.A.2.a.1.g.6,Assess database performance.,"Evaluate the characteristics, usefulness, or performance of products or technologies.","Judging the Qualities of Objects, Services, or People",5,7,0
4.A.2.a.1.g.7,Evaluate characteristics of equipment or systems.,"Evaluate the characteristics, usefulness, or performance of products or technologies.","Judging the Qualities of Objects, Services, or People",13,16,8
4.A.2.a.1.g.8,Evaluate utility of software or hardware technologies.,"Evaluate the characteristics, usefulness, or performance of products or technologies.","Judging the Qualities of Objects, Services, or People",13,17,19
4.A.2.a.1.g.9,Evaluate characteristics of products.,"Evaluate the characteristics, usefulness, or performance of products or technologies.","Judging the Qualities of Objects, Services, or People",2,2,0
4.A.2.a.1.h.1,Evaluate scholarly materials.,Evaluate scholarly work.,"Judging the Qualities of Objects, Services, or People",7,7,25
4.A.2.a.1.j.1,Evaluate project designs to determine adequacy or feasibility.,Evaluate project feasibility.,"Judging the Qualities of Objects, Services, or People",6,6,0
4.A.2.a.1.j.2,Analyze data to determine project feasibility.,Evaluate project feasibility.,"Judging the Qualities of Objects, Services, or People",3,4,0
4.A.2.a.2.a.1,Verify accuracy of records.,Evaluate the quality or accuracy of data.,Processing Information,1,1,0
4.A.2.a.2.a.10,Verify mathematical calculations.,Evaluate the quality or accuracy of data.,Processing Information,6,6,0
4.A.2.a.2.a.11,Check quality of diagnostic images.,Evaluate the quality or accuracy of data.,Processing Information,3,4,0
4.A.2.a.2.a.2,Verify information or specifications.,Evaluate the quality or accuracy of data.,Processing Information,1,1,0
