onet_soc_code,title,scenario,tasks,automated,augmented,unchanged,new_tasks,share_automated,reshaped,total_employment,has_destination
25-1067.00,"Sociology Teachers, Postsecondary",substantial,24,16,7,1,3,0.667,1,11850.0,0
19-4099.03,Remote Sensing Technicians,substantial,21,14,2,5,1,0.667,1,73910.0,1
17-2061.00,Computer Hardware Engineers,substantial,18,12,2,4,0,0.667,1,76660.0,1
11-9121.01,Clinical Research Coordinators,substantial,33,22,10,1,0,0.667,1,108690.0,0
25-1021.00,"Computer Science Teachers, Postsecondary",substantial,26,17,7,2,0,0.654,1,35480.0,0
25-1051.00,"Atmospheric, Earth, Marine, and Space Sciences Teachers, Postsecondary",substantial,26,17,8,1,1,0.654,1,9900.0,0
15-1231.00,Computer Network Support Specialists,substantial,26,17,3,6,0,0.654,1,146190.0,0
17-2199.07,Photonics Engineers,substantial,26,17,5,4,0,0.654,1,154070.0,1
25-1022.00,"Mathematical Science Teachers, Postsecondary",substantial,23,15,7,1,1,0.652,1,47670.0,0
25-1041.00,"Agricultural Sciences Teachers, Postsecondary",substantial,23,15,7,1,0,0.652,1,8920.0,0
25-1052.00,"Chemistry Teachers, Postsecondary",substantial,28,18,7,3,0,0.643,1,19980.0,0
25-1064.00,"Geography Teachers, Postsecondary",substantial,25,16,8,1,0,0.64,1,3330.0,0
17-2141.02,Automotive Engineers,substantial,25,16,7,2,0,0.64,1,296810.0,1
25-1071.00,"Health Specialties Teachers, Postsecondary",substantial,22,14,7,1,0,0.636,1,221270.0,0
19-1029.04,Biologists,substantial,22,14,5,3,1,0.636,1,55850.0,1
25-1054.00,"Physics Teachers, Postsecondary",substantial,24,15,7,2,1,0.625,1,13090.0,0
19-2099.01,Remote Sensing Scientists and Technologists,substantial,24,15,6,3,1,0.625,1,22300.0,1
17-2112.03,Manufacturing Engineers,substantial,24,15,7,2,0,0.625,1,365740.0,1
19-1021.00,Biochemists and Biophysicists,substantial,24,15,3,6,1,0.625,1,33830.0,1
25-1066.00,"Psychology Teachers, Postsecondary",substantial,29,18,9,2,1,0.621,1,41530.0,0
25-1072.00,"Nursing Instructors and Teachers, Postsecondary",substantial,29,18,10,1,0,0.621,1,77960.0,0
17-2199.03,"Energy Engineers, Except Wind and Solar",substantial,21,13,4,4,0,0.619,1,154070.0,0
29-2099.08,Patient Representatives,substantial,13,8,4,1,1,0.615,1,182610.0,0
19-3032.00,Industrial-Organizational Psychologists,substantial,25,15,8,2,2,0.6,1,790.0,1
19-2043.00,Hydrologists,substantial,25,15,4,6,1,0.6,1,5850.0,1
19-1031.03,Park Naturalists,substantial,20,12,3,5,0,0.6,1,25950.0,0
17-1011.00,"Architects, Except Landscape and Naval",substantial,25,15,6,4,0,0.6,1,106770.0,0
19-2041.00,"Environmental Scientists and Specialists, Including Health",substantial,22,13,8,1,0,0.591,1,89250.0,1
19-3011.00,Economists,substantial,14,8,4,2,3,0.571,1,17790.0,1
17-2072.01,Radio Frequency Identification Device Specialists,substantial,21,12,3,6,0,0.571,1,96900.0,1
17-2141.00,Mechanical Engineers,substantial,28,16,6,6,1,0.571,1,296810.0,0
17-2111.02,Fire-Prevention and Protection Engineers,substantial,14,8,4,2,3,0.571,1,21450.0,0
17-3022.00,Civil Engineering Technologists and Technicians,substantial,14,8,3,3,1,0.571,1,68520.0,0
17-2051.02,Water/Wastewater Engineers,substantial,28,16,12,0,0,0.571,1,367840.0,1
17-2041.00,Chemical Engineers,substantial,14,8,5,1,2,0.571,1,21070.0,0
17-3027.00,Mechanical Engineering Technologists and Technicians,substantial,30,17,6,7,0,0.567,1,36190.0,1
19-2041.02,Environmental Restoration Planners,substantial,23,13,8,2,0,0.565,1,89250.0,1
19-3022.00,Survey Researchers,substantial,16,9,6,1,0,0.562,1,8290.0,1
19-2032.00,Materials Scientists,substantial,16,9,4,3,2,0.562,1,8470.0,0
19-1029.03,Geneticists,substantial,24,13,8,3,0,0.542,1,55850.0,1
17-2141.01,Fuel Cell Engineers,substantial,26,14,8,4,0,0.538,1,296810.0,0
19-4099.01,Quality Control Analysts,substantial,26,14,5,7,0,0.538,1,73910.0,1
17-2199.11,Solar Energy Systems Engineers,substantial,13,7,3,3,0,0.538,1,154070.0,0
11-9121.02,Water Resource Specialists,substantial,21,11,7,3,0,0.524,1,108690.0,0
19-1013.00,Soil and Plant Scientists,substantial,27,14,11,2,0,0.519,1,15730.0,0
17-2081.00,Environmental Engineers,substantial,29,15,11,3,0,0.517,1,38340.0,0
19-2042.00,"Geoscientists, Except Hydrologists and Geographers",substantial,32,16,11,5,0,0.5,1,23470.0,1
17-2151.00,"Mining and Geological Engineers, Including Mining Safety Engineers",substantial,18,9,7,2,1,0.5,1,6080.0,0
17-3012.00,Electrical and Electronics Drafters,substantial,30,15,9,6,0,0.5,1,17920.0,0
17-2199.08,Robotics Engineers,substantial,24,12,10,2,0,0.5,1,154070.0,1
17-3023.00,Electrical and Electronic Engineering Technologists and Technicians,substantial,28,14,7,7,0,0.5,1,95130.0,0
17-2051.01,Transportation Engineers,substantial,26,13,8,5,1,0.5,1,367840.0,0
11-9121.00,Natural Sciences Managers,substantial,16,8,7,1,0,0.5,1,108690.0,0
19-1041.00,Epidemiologists,substantial,16,8,5,3,1,0.5,1,12090.0,1
17-2112.01,Human Factors Engineers and Ergonomists,substantial,26,13,10,3,1,0.5,1,365740.0,0
19-3092.00,Geographers,substantial,12,6,3,3,0,0.5,1,1400.0,0
17-2011.00,Aerospace Engineers,substantial,14,7,5,2,1,0.5,1,67710.0,0
19-1031.00,Conservation Scientists,substantial,30,15,9,6,0,0.5,1,25950.0,0
17-3025.00,Environmental Engineering Technologists and Technicians,substantial,23,11,4,8,0,0.478,0,12190.0,0
17-2112.02,Validation Engineers,substantial,21,10,6,5,0,0.476,0,365740.0,0
17-2131.00,Materials Engineers,substantial,21,10,7,4,0,0.476,0,22770.0,0
19-2011.00,Astronomers,substantial,17,8,7,2,1,0.471,0,2120.0,0
19-3041.00,Sociologists,substantial,15,7,7,1,2,0.467,0,2260.0,1
29-1229.05,Preventive Medicine Physicians,substantial,15,7,7,1,0,0.467,0,342720.0,1
19-1029.02,Molecular and Cellular Biologists,substantial,22,10,6,6,0,0.455,0,55850.0,0
17-2199.06,Microsystems Engineers,substantial,31,14,13,4,0,0.452,0,154070.0,0
17-2161.00,Nuclear Engineers,substantial,20,9,7,4,1,0.45,0,15280.0,0
11-9111.00,Medical and Health Services Managers,substantial,18,8,8,2,0,0.444,0,597080.0,0
17-3027.01,Automotive Engineering Technicians,substantial,18,8,2,8,0,0.444,0,36190.0,0
17-3013.00,Mechanical Drafters,substantial,16,7,8,1,1,0.438,0,39960.0,0
17-1022.01,Geodetic Surveyors,substantial,16,7,5,4,1,0.438,0,50830.0,0
17-2199.10,Wind Energy Engineers,substantial,16,7,5,4,4,0.438,0,154070.0,0
19-1023.00,Zoologists and Wildlife Biologists,substantial,14,6,5,3,1,0.429,0,18120.0,0
17-3028.00,Calibration Technologists and Technicians,substantial,14,6,2,6,0,0.429,0,16540.0,0
17-2021.00,Agricultural Engineers,substantial,14,6,5,3,2,0.429,0,1480.0,0
29-9092.00,Genetic Counselors,substantial,19,8,10,1,0,0.421,0,3740.0,1
11-9041.00,Architectural and Engineering Managers,substantial,19,8,10,1,0,0.421,0,220260.0,0
29-1223.00,Psychiatrists,substantial,12,5,5,2,2,0.417,0,27980.0,1
15-2011.00,Actuaries,substantial,15,6,7,2,1,0.4,0,26670.0,0
17-2121.00,Marine Engineers and Naval Architects,substantial,30,12,11,7,1,0.4,0,8250.0,0
17-2199.05,Mechatronics Engineers,substantial,23,9,11,3,0,0.391,0,154070.0,0
29-2052.00,Pharmacy Technicians,substantial,21,8,4,9,0,0.381,0,471680.0,1
17-2051.00,Civil Engineers,substantial,16,6,6,4,1,0.375,0,367840.0,0
19-3034.00,School Psychologists,substantial,19,7,10,2,2,0.368,0,63940.0,0
17-3021.00,Aerospace Engineering and Operations Technologists and Technicians,substantial,11,4,1,6,1,0.364,0,11280.0,0
29-1229.02,Hospitalists,substantial,14,5,8,1,0,0.357,0,342720.0,1
19-1042.00,"Medical Scientists, Except Epidemiologists",substantial,14,5,6,3,0,0.357,0,172340.0,1
29-1031.00,Dietitians and Nutritionists,substantial,28,10,17,1,0,0.357,0,77570.0,1
17-2171.00,Petroleum Engineers,substantial,23,8,9,6,1,0.348,0,18060.0,0
17-2111.00,"Health and Safety Engineers, Except Mining Safety Engineers and Inspectors",substantial,27,9,8,10,0,0.333,0,21450.0,0
17-1022.00,Surveyors,substantial,24,8,7,9,0,0.333,0,50830.0,0
29-1229.06,Sports Medicine Physicians,substantial,27,9,13,5,2,0.333,0,342720.0,1
17-3024.00,Electro-Mechanical and Mechatronics Technologists and Technicians,substantial,28,9,8,11,1,0.321,0,15520.0,0
17-2199.09,Nanosystems Engineers,substantial,25,8,13,4,0,0.32,0,154070.0,0
19-4042.00,"Environmental Science and Protection Technicians, Including Health",substantial,25,8,7,10,0,0.32,0,34670.0,0
17-2071.00,Electrical Engineers,substantial,22,7,9,6,0,0.318,0,198750.0,0
17-3029.01,Non-Destructive Testing Specialists,substantial,16,5,0,11,1,0.312,0,59930.0,0
19-1012.00,Food Scientists and Technologists,substantial,13,4,6,3,1,0.308,0,13060.0,0
29-1011.00,Chiropractors,substantial,13,4,4,5,0,0.308,0,39630.0,1
29-9091.00,Athletic Trainers,substantial,23,7,8,8,1,0.304,0,30500.0,1
17-3026.00,Industrial Engineering Technologists and Technicians,substantial,30,9,14,7,0,0.3,0,75570.0,0
19-3091.00,Anthropologists and Archeologists,substantial,30,9,17,4,1,0.3,0,8990.0,0
29-1299.01,Naturopathic Physicians,substantial,20,6,7,7,0,0.3,0,28630.0,1
19-1022.00,Microbiologists,substantial,14,4,5,5,1,0.286,0,18940.0,0
29-1051.00,Pharmacists,substantial,21,6,12,3,0,0.286,0,321970.0,1
29-1131.00,Veterinarians,substantial,21,6,7,8,0,0.286,0,83900.0,1
29-1161.00,Nurse Midwives,substantial,21,6,8,7,2,0.286,0,7920.0,1
17-3026.01,Nanotechnology Engineering Technologists and Technicians,substantial,25,7,7,11,0,0.28,0,75570.0,0
29-1128.00,Exercise Physiologists,substantial,25,7,8,10,3,0.28,0,8560.0,1
29-1129.01,Art Therapists,substantial,25,7,14,4,2,0.28,0,22640.0,1
11-9041.01,Biofuels/Biodiesel Technology and Product Development Managers,substantial,18,5,7,6,0,0.278,0,220260.0,0
19-1031.02,Range Managers,substantial,18,5,10,3,0,0.278,0,25950.0,0
17-3024.01,Robotics Technicians,substantial,22,6,7,9,0,0.273,0,15520.0,0
19-4012.00,Agricultural Technicians,substantial,26,7,5,14,0,0.269,0,15130.0,0
17-3031.00,Surveying and Mapping Technicians,substantial,30,8,10,12,2,0.267,0,58010.0,0
29-1129.02,Music Therapists,substantial,30,8,16,6,0,0.267,0,22640.0,1
29-1218.00,Obstetricians and Gynecologists,substantial,15,4,8,3,0,0.267,0,21260.0,1
29-1242.00,"Orthopedic Surgeons, Except Pediatric",substantial,15,4,5,6,0,0.267,0,14100.0,1
29-1222.00,"Physicians, Pathologists",substantial,19,5,9,5,0,0.263,0,11110.0,1
29-2032.00,Diagnostic Medical Sonographers,substantial,19,5,3,11,0,0.263,0,90160.0,1
29-1171.00,Nurse Practitioners,substantial,27,7,15,5,0,0.259,0,323040.0,1
19-4051.02,Nuclear Monitoring Technicians,substantial,16,4,3,9,4,0.25,0,6470.0,0
17-3029.08,Photonics Technicians,substantial,24,6,3,15,0,0.25,0,59930.0,0
29-1215.00,Family Medicine Physicians,substantial,12,3,8,1,0,0.25,0,107510.0,1
29-1071.00,Physician Assistants,substantial,12,3,5,4,1,0.25,0,162150.0,1
29-1229.01,Allergists and Immunologists,substantial,16,4,11,1,0,0.25,0,342720.0,1
19-2031.00,Chemists,substantial,12,3,5,4,0,0.25,0,82770.0,0
19-4043.00,"Geological Technicians, Except Hydrologic Technicians",substantial,29,7,9,13,0,0.241,0,6980.0,0
29-2031.00,Cardiovascular Technologists and Technicians,substantial,21,5,3,13,1,0.238,0,62960.0,1
29-2081.00,"Opticians, Dispensing",substantial,21,5,5,11,0,0.238,0,73530.0,1
19-3033.00,Clinical and Counseling Psychologists,substantial,30,7,20,3,0,0.233,0,75990.0,0
29-2011.01,Cytogenetic Technologists,substantial,30,7,8,15,0,0.233,0,332940.0,1
29-2011.02,Cytotechnologists,substantial,13,3,2,8,0,0.231,0,332940.0,1
29-2051.00,Dietetic Technicians,substantial,13,3,9,1,0,0.231,0,31560.0,1
29-1181.00,Audiologists,substantial,22,5,14,3,0,0.227,0,13660.0,1
29-1141.01,Acute Care Nurses,substantial,27,6,13,8,0,0.222,0,3379720.0,1
29-1141.00,Registered Nurses,substantial,27,6,10,11,0,0.222,0,3379720.0,1
29-1213.00,Dermatologists,substantial,18,4,11,3,0,0.222,0,11370.0,1
29-1243.00,Pediatric Surgeons,substantial,18,4,7,7,0,0.222,0,1190.0,1
17-1021.00,Cartographers and Photogrammetrists,substantial,14,3,6,5,2,0.214,0,14260.0,0
29-2012.00,Medical and Clinical Laboratory Technicians,substantial,14,3,3,8,0,0.214,0,332940.0,1
29-2036.00,Medical Dosimetrists,substantial,19,4,8,7,0,0.211,0,3410.0,1
29-1216.00,General Internal Medicine Physicians,substantial,19,4,12,3,0,0.211,0,67150.0,1
29-1123.00,Physical Therapists,substantial,24,5,13,6,0,0.208,0,267330.0,1
29-1141.02,Advanced Practice Psychiatric Nurses,substantial,24,5,13,6,1,0.208,0,3379720.0,1
29-1217.00,Neurologists,substantial,24,5,15,4,0,0.208,0,10590.0,1
29-1212.00,Cardiologists,substantial,25,5,10,10,0,0.2,0,17290.0,0
19-1032.00,Foresters,substantial,25,5,13,7,0,0.2,0,10430.0,0
19-4071.00,Forest and Conservation Technicians,substantial,20,4,4,12,4,0.2,0,30410.0,0
29-1141.04,Clinical Nurse Specialists,substantial,30,6,19,5,1,0.2,0,3379720.0,1
29-2091.00,Orthotists and Prosthetists,substantial,15,3,5,7,0,0.2,0,9390.0,1
19-4031.00,Chemical Technicians,substantial,16,3,5,8,0,0.188,0,57540.0,0
29-1292.00,Dental Hygienists,substantial,16,3,4,9,0,0.188,0,222740.0,1
29-1299.02,Orthoptists,substantial,16,3,9,4,0,0.188,0,28630.0,0
29-2099.01,Neurodiagnostic Technologists,substantial,16,3,4,9,0,0.188,0,182610.0,1
29-1081.00,Podiatrists,substantial,11,2,6,3,0,0.182,0,9680.0,0
29-1125.00,Recreational Therapists,substantial,11,2,8,1,0,0.182,0,14930.0,1
29-2033.00,Nuclear Medicine Technologists,substantial,17,3,5,9,1,0.176,0,17080.0,1
29-1221.00,"Pediatricians, General",substantial,17,3,11,3,0,0.176,0,39390.0,1
29-1122.00,Occupational Therapists,substantial,17,3,10,4,1,0.176,0,162450.0,1
29-1141.03,Critical Care Nurses,substantial,29,5,9,15,0,0.172,0,3379720.0,1
29-2055.00,Surgical Technologists,substantial,18,3,0,15,0,0.167,0,117460.0,0
19-4021.00,Biological Technicians,substantial,18,3,9,6,0,0.167,0,69620.0,0
29-2034.00,Radiologic Technologists and Technicians,substantial,30,5,11,14,0,0.167,0,230490.0,1
29-1224.00,Radiologists,substantial,30,5,19,6,0,0.167,0,26770.0,1
29-1241.00,"Ophthalmologists, Except Pediatric",substantial,18,3,10,5,0,0.167,0,8950.0,1
29-1211.00,Anesthesiologists,substantial,20,3,10,7,0,0.15,0,38760.0,1
19-3039.02,Neuropsychologists,substantial,14,2,10,2,0,0.143,0,18820.0,0
29-1122.01,"Low Vision Therapists, Orientation and Mobility Specialists, and Vision Rehabilitation Therapists",substantial,21,3,13,5,0,0.143,0,162450.0,1
29-1229.03,Urologists,substantial,14,2,6,6,0,0.143,0,342720.0,0
29-9099.01,Midwives,substantial,36,5,16,15,1,0.139,0,35010.0,1
29-1124.00,Radiation Therapists,substantial,22,3,7,12,0,0.136,0,17070.0,1
29-2061.00,Licensed Practical and Licensed Vocational Nurses,substantial,22,3,5,14,0,0.136,0,648410.0,1
29-2011.00,Medical and Clinical Laboratory Technologists,substantial,15,2,4,9,1,0.133,0,332940.0,1
29-1127.00,Speech-Language Pathologists,substantial,23,3,15,5,0,0.13,0,183390.0,1
29-1126.00,Respiratory Therapists,substantial,23,3,8,12,0,0.13,0,139790.0,1
29-2056.00,Veterinary Technologists and Technicians,substantial,31,4,4,23,0,0.129,0,129140.0,0
29-1151.00,Nurse Anesthetists,substantial,24,3,6,15,0,0.125,0,51840.0,0
19-4092.00,Forensic Science Technicians,substantial,24,3,12,9,2,0.125,0,19120.0,0
29-2053.00,Psychiatric Technicians,substantial,16,2,5,9,0,0.125,0,156960.0,0
29-2035.00,Magnetic Resonance Imaging Technologists,substantial,24,3,8,13,0,0.125,0,43390.0,1
29-1071.01,Anesthesiologist Assistants,substantial,16,2,2,12,0,0.125,0,162150.0,0
29-1214.00,Emergency Medicine Physicians,substantial,17,2,10,5,2,0.118,0,32880.0,1
19-4051.00,Nuclear Technicians,substantial,18,2,6,10,0,0.111,0,6470.0,0
29-1291.00,Acupuncturists,substantial,18,2,6,10,0,0.111,0,7830.0,0
29-1021.00,"Dentists, General",substantial,20,2,4,14,1,0.1,0,124390.0,0
29-2092.00,Hearing Aid Specialists,substantial,11,1,2,8,0,0.091,0,11270.0,0
29-1023.00,Orthodontists,substantial,11,1,6,4,0,0.091,0,6210.0,1
29-2042.00,Emergency Medical Technicians,substantial,12,1,4,7,0,0.083,0,180510.0,0
29-2043.00,Paramedics,substantial,13,1,5,7,1,0.077,0,100610.0,0
29-1229.04,Physical Medicine and Rehabilitation Physicians,substantial,15,1,10,4,1,0.067,0,342720.0,1
29-2099.05,Ophthalmic Medical Technologists,substantial,31,2,4,25,0,0.065,0,182610.0,0
29-2011.04,Histotechnologists,substantial,16,1,2,13,2,0.062,0,332940.0,0
19-4013.00,Food Science Technicians,substantial,16,1,8,7,0,0.062,0,14600.0,0
19-3039.03,Clinical Neuropsychologists,substantial,18,1,14,3,1,0.056,0,18820.0,0
29-2057.00,Ophthalmic Medical Technicians,substantial,20,1,2,17,2,0.05,0,71010.0,0
29-1022.00,Oral and Maxillofacial Surgeons,substantial,15,0,5,10,1,0.0,0,4910.0,0
29-9093.00,Surgical Assistants,substantial,28,0,4,24,0,0.0,0,22270.0,0
29-1041.00,Optometrists,substantial,10,0,7,3,0,0.0,0,42790.0,1
29-1024.00,Prosthodontists,substantial,12,0,2,10,2,0.0,0,870.0,0
29-2012.01,Histology Technicians,substantial,8,0,0,8,1,0.0,0,332940.0,0
