onet_soc_code,title,stem_occupation_types,field,job_zone,total_employment,employment_share,n_tasks,scenario,efficiency,removal_risk,risk_at_stake,reconstitution,training_depth,scarcity,isolation,octant,trap_score,erosion_risk,willingness_gap
29-1141.00,Registered Nurses,"Research, Development, Design, and Practitioners",Healthcare Practitioners and Technical,4,3379720.0,675944.0,27,substantial,39.0,74.2,72.7,51.7,75.0,0.0,71.0,Protect,15.0,11.2,34.0
17-3011.00,Architectural and Civil Drafters,Technologists and Technicians,Architecture and Engineering,3,103700.0,103700.0,26,substantial,57.7,48.3,46.2,53.0,50.0,41.7,77.3,Guard the pipeline,14.8,8.6,21.0
29-2011.01,Cytogenetic Technologists,Technologists and Technicians,Healthcare Practitioners and Technical,4,332940.0,55490.0,30,substantial,35.5,67.1,70.9,61.3,75.0,27.7,77.6,Protect,14.6,0.3,11.1
29-2032.00,Diagnostic Medical Sonographers,Technologists and Technicians,Healthcare Practitioners and Technical,3,90160.0,90160.0,19,substantial,40.0,67.0,62.4,53.1,50.0,43.3,75.7,Protect,14.2,1.9,16.3
17-3013.00,Mechanical Drafters,Technologists and Technicians,Architecture and Engineering,3,39960.0,39960.0,16,substantial,51.0,48.5,48.0,56.5,50.0,53.1,78.0,Guard the pipeline,14.0,7.1,18.9
29-2011.02,Cytotechnologists,Technologists and Technicians,Healthcare Practitioners and Technical,5,332940.0,55490.0,13,substantial,27.9,67.3,67.2,73.3,100.0,27.7,75.0,Protect,13.8,0.0,9.8
19-1022.00,Microbiologists,"Research, Development, Design, and Practitioners","Life, Physical, and Social Science",4,18940.0,18940.0,14,substantial,37.4,51.9,51.6,70.8,75.0,62.0,73.3,Protect,13.7,0.0,20.9
29-1141.03,Critical Care Nurses,"Research, Development, Design, and Practitioners",Healthcare Practitioners and Technical,4,3379720.0,675944.0,29,substantial,34.5,75.6,76.1,52.5,75.0,0.0,74.8,Protect,13.7,4.2,29.0
29-1022.00,Oral and Maxillofacial Surgeons,"Research, Development, Design, and Practitioners",Healthcare Practitioners and Technical,5,4910.0,4910.0,15,substantial,17.1,89.7,86.5,88.4,100.0,78.1,75.0,Protect,13.6,0.0,29.4
17-3027.01,Automotive Engineering Technicians,Technologists and Technicians,Architecture and Engineering,3,36190.0,18095.0,18,substantial,50.2,46.7,47.9,56.8,50.0,54.3,77.6,Guard the pipeline,13.3,0.0,12.7
17-3026.01,Nanotechnology Engineering Technologists and Technicians,Technologists and Technicians,Architecture and Engineering,4,75570.0,37785.0,25,substantial,43.0,46.0,49.2,66.9,75.0,45.5,78.7,Quiet attrition,13.2,0.0,10.2
15-1232.00,Computer User Support Specialists,Technologists and Technicians,Computer and Mathematical,3,717190.0,717190.0,16,substantial,76.9,37.2,36.7,44.3,50.0,18.5,68.6,Clear win,12.7,7.5,25.7
17-1021.00,Cartographers and Photogrammetrists,Technologists and Technicians,Architecture and Engineering,4,14260.0,14260.0,14,substantial,39.5,44.4,45.5,71.3,75.0,65.4,70.9,Quiet attrition,12.5,0.0,-1.3
29-2033.00,Nuclear Medicine Technologists,Technologists and Technicians,Healthcare Practitioners and Technical,3,17080.0,17080.0,17,substantial,32.0,65.1,60.7,59.6,50.0,63.2,78.3,Protect,12.4,0.0,11.0
29-2081.00,"Opticians, Dispensing",Technologists and Technicians,Healthcare Practitioners and Technical,3,73530.0,73530.0,21,substantial,38.4,58.6,54.4,54.9,50.0,45.8,81.0,Protect,12.4,0.0,16.7
17-3021.00,Aerospace Engineering and Operations Technologists and Technicians,Technologists and Technicians,Architecture and Engineering,3,11280.0,11280.0,11,substantial,41.2,49.1,53.9,61.0,50.0,68.2,77.7,Quiet attrition,12.3,0.0,9.6
29-2031.00,Cardiovascular Technologists and Technicians,Technologists and Technicians,Healthcare Practitioners and Technical,3,62960.0,62960.0,21,substantial,30.2,73.0,67.0,54.2,50.0,47.6,74.5,Protect,11.9,0.0,15.3
19-4051.02,Nuclear Monitoring Technicians,Technologists and Technicians,"Life, Physical, and Social Science",3,6470.0,3235.0,16,substantial,34.8,53.9,58.0,63.1,50.0,74.8,78.1,Protect,11.8,0.0,0.0
29-1021.00,"Dentists, General","Research, Development, Design, and Practitioners",Healthcare Practitioners and Technical,5,124390.0,124390.0,20,substantial,19.2,79.4,70.9,77.7,100.0,39.5,79.0,Protect,11.8,0.0,28.5
17-3028.00,Calibration Technologists and Technicians,Technologists and Technicians,Architecture and Engineering,3,16540.0,16540.0,14,substantial,41.4,46.2,45.2,60.7,50.0,63.6,83.0,Quiet attrition,11.6,0.0,15.9
17-3024.00,Electro-Mechanical and Mechatronics Technologists and Technicians,Technologists and Technicians,Architecture and Engineering,3,15520.0,7760.0,28,substantial,39.8,47.5,49.8,60.1,50.0,64.4,78.7,Quiet attrition,11.4,0.0,14.6
29-1126.00,Respiratory Therapists,"Research, Development, Design, and Practitioners",Healthcare Practitioners and Technical,3,139790.0,139790.0,23,substantial,29.5,74.6,72.2,51.7,50.0,38.1,76.4,Protect,11.4,0.0,26.7
29-1124.00,Radiation Therapists,"Research, Development, Design, and Practitioners",Healthcare Practitioners and Technical,3,17070.0,17070.0,22,substantial,27.2,70.2,67.5,59.4,50.0,63.2,77.3,Protect,11.3,0.0,16.2
29-2052.00,Pharmacy Technicians,Technologists and Technicians,Healthcare Practitioners and Technical,3,471680.0,471680.0,21,substantial,48.6,47.4,42.2,48.5,50.0,23.6,82.0,Low stakes,11.2,0.0,6.9
19-4043.00,"Geological Technicians, Except Hydrologic Technicians",Technologists and Technicians,"Life, Physical, and Social Science",4,6980.0,6980.0,29,substantial,32.0,45.9,42.4,75.7,75.0,73.9,80.2,Quiet attrition,11.1,0.0,9.0
29-2053.00,Psychiatric Technicians,Technologists and Technicians,Healthcare Practitioners and Technical,3,156960.0,156960.0,16,substantial,32.9,65.5,62.7,51.4,50.0,36.7,77.0,Protect,11.1,0.0,26.3
29-2043.00,Paramedics,Technologists and Technicians,Healthcare Practitioners and Technical,3,100610.0,100610.0,13,substantial,26.0,81.6,77.2,52.2,50.0,42.0,72.8,Protect,11.1,0.3,34.9
29-2011.00,Medical and Clinical Laboratory Technologists,Technologists and Technicians,Healthcare Practitioners and Technical,4,332940.0,55490.0,15,substantial,26.9,67.0,72.2,60.6,75.0,27.7,73.9,Protect,10.9,0.0,10.4
19-4021.00,Biological Technicians,Technologists and Technicians,"Life, Physical, and Social Science",4,69620.0,69620.0,18,substantial,38.3,41.6,44.6,67.7,75.0,46.4,81.6,Quiet attrition,10.8,0.0,6.9
29-2099.01,Neurodiagnostic Technologists,Technologists and Technicians,Healthcare Practitioners and Technical,3,182610.0,60870.0,16,substantial,30.0,70.4,67.6,50.7,50.0,34.9,76.1,Protect,10.7,0.0,23.5
29-1292.00,Dental Hygienists,"Research, Development, Design, and Practitioners",Healthcare Practitioners and Technical,3,222740.0,222740.0,16,substantial,32.6,64.6,53.0,50.9,50.0,32.5,80.6,Protect,10.7,0.0,17.3
17-3031.00,Surveying and Mapping Technicians,Technologists and Technicians,Architecture and Engineering,3,58010.0,58010.0,30,substantial,40.8,46.0,42.7,55.3,50.0,48.6,78.4,Quiet attrition,10.4,0.0,-1.3
29-2012.00,Medical and Clinical Laboratory Technicians,Technologists and Technicians,Healthcare Practitioners and Technical,3,332940.0,55490.0,14,substantial,32.4,62.9,69.3,49.0,50.0,27.7,78.2,Hold the line,10.0,0.0,3.6
29-2034.00,Radiologic Technologists and Technicians,Technologists and Technicians,Healthcare Practitioners and Technical,3,230490.0,230490.0,30,substantial,29.4,67.9,66.9,49.7,50.0,32.1,75.2,Hold the line,9.9,0.0,18.6
29-1071.01,Anesthesiologist Assistants,"Research, Development, Design, and Practitioners",Healthcare Practitioners and Technical,5,162150.0,81075.0,16,substantial,16.9,75.4,67.1,76.0,100.0,36.3,75.5,Protect,9.7,0.0,19.9
19-4051.00,Nuclear Technicians,Technologists and Technicians,"Life, Physical, and Social Science",3,6470.0,3235.0,18,substantial,27.6,54.8,61.2,62.8,50.0,74.8,76.9,Protect,9.5,0.0,9.6
29-2035.00,Magnetic Resonance Imaging Technologists,Technologists and Technicians,Healthcare Practitioners and Technical,3,43390.0,43390.0,24,substantial,26.3,64.1,60.0,56.6,50.0,52.1,79.9,Protect,9.5,0.0,16.4
11-9041.01,Biofuels/Biodiesel Technology and Product Development Managers,Managerial,Managerial,4,220260.0,110130.0,18,substantial,30.5,53.8,46.8,57.3,75.0,32.7,50.0,Protect,9.4,0.0,33.8
29-2042.00,Emergency Medical Technicians,Technologists and Technicians,Healthcare Practitioners and Technical,3,180510.0,180510.0,12,substantial,25.0,75.0,77.2,50.4,50.0,35.0,74.5,Protect,9.4,0.0,23.5
29-2061.00,Licensed Practical and Licensed Vocational Nurses,Technologists and Technicians,Healthcare Practitioners and Technical,3,648410.0,648410.0,22,substantial,32.5,61.7,55.6,46.6,50.0,19.7,78.5,Hold the line,9.3,0.0,13.7
17-3024.01,Robotics Technicians,Technologists and Technicians,Architecture and Engineering,3,15520.0,7760.0,22,substantial,31.5,46.9,49.2,59.8,50.0,64.4,77.3,Quiet attrition,8.8,0.0,8.4
19-4012.00,Agricultural Technicians,Technologists and Technicians,"Life, Physical, and Social Science",3,15130.0,7565.0,26,substantial,33.3,42.0,44.9,60.0,50.0,64.7,78.0,Quiet attrition,8.4,0.0,4.0
19-4071.00,Forest and Conservation Technicians,Technologists and Technicians,"Life, Physical, and Social Science",3,30410.0,30410.0,20,substantial,28.4,50.9,51.5,58.2,50.0,56.3,81.3,Protect,8.4,0.0,14.1
17-3029.01,Non-Destructive Testing Specialists,Technologists and Technicians,Architecture and Engineering,,59930.0,29965.0,16,substantial,31.6,47.7,53.0,54.8,50.0,48.2,76.6,Quiet attrition,8.3,0.0,-0.4
19-4031.00,Chemical Technicians,Technologists and Technicians,"Life, Physical, and Social Science",3,57540.0,57540.0,16,substantial,30.3,49.3,51.1,54.9,50.0,48.7,76.6,Quiet attrition,8.2,0.0,20.6
19-4092.00,Forensic Science Technicians,Technologists and Technicians,"Life, Physical, and Social Science",3,19120.0,19120.0,24,substantial,19.5,69.8,47.8,59.7,50.0,61.9,80.8,Protect,8.1,0.0,19.1
19-4013.00,Food Science Technicians,Technologists and Technicians,"Life, Physical, and Social Science",3,14600.0,14600.0,16,substantial,27.1,47.0,49.5,58.9,50.0,65.1,72.0,Quiet attrition,7.5,0.0,-0.4
29-2092.00,Hearing Aid Specialists,Technologists and Technicians,Healthcare Practitioners and Technical,3,11270.0,11270.0,11,substantial,17.1,68.8,76.7,61.2,50.0,68.2,78.5,Protect,7.2,0.0,17.4
17-3029.08,Photonics Technicians,Technologists and Technicians,Architecture and Engineering,3,59930.0,29965.0,24,substantial,29.8,43.1,49.7,55.1,50.0,48.2,78.2,Quiet attrition,7.1,0.0,2.6
29-2055.00,Surgical Technologists,Technologists and Technicians,Healthcare Practitioners and Technical,3,117460.0,117460.0,18,substantial,19.1,63.0,48.4,52.4,50.0,40.2,76.8,Protect,6.3,0.0,1.6
29-1024.00,Prosthodontists,"Research, Development, Design, and Practitioners",Healthcare Practitioners and Technical,5,870.0,870.0,12,substantial,9.0,71.8,85.8,93.4,100.0,98.8,68.6,Protect,6.0,0.0,14.6
29-2011.04,Histotechnologists,Technologists and Technicians,Healthcare Practitioners and Technical,4,332940.0,55490.0,16,substantial,15.4,59.2,61.4,58.1,75.0,27.7,61.4,Protect,5.3,0.0,-6.1
29-2056.00,Veterinary Technologists and Technicians,Technologists and Technicians,Healthcare Practitioners and Technical,3,129140.0,129140.0,31,substantial,15.1,66.0,55.4,52.2,50.0,39.0,77.5,Protect,5.2,0.0,10.5
29-2099.05,Ophthalmic Medical Technologists,Technologists and Technicians,Healthcare Practitioners and Technical,3,182610.0,60870.0,31,substantial,14.4,63.0,71.5,51.0,50.0,34.9,77.7,Protect,4.6,0.0,1.1
29-2057.00,Ophthalmic Medical Technicians,Technologists and Technicians,Healthcare Practitioners and Technical,3,71010.0,71010.0,20,substantial,10.0,62.6,66.9,54.5,50.0,46.2,78.3,Protect,3.4,0.0,-0.5
29-9093.00,Surgical Assistants,"Research, Development, Design, and Practitioners",Healthcare Practitioners and Technical,3,22270.0,22270.0,28,substantial,7.3,75.5,77.3,58.9,50.0,60.1,79.1,Protect,3.2,0.0,10.3
29-2012.01,Histology Technicians,Technologists and Technicians,Healthcare Practitioners and Technical,3,332940.0,55490.0,8,substantial,0.0,54.5,0.0,45.1,50.0,27.7,59.1,Hold the line,0.0,0.0,-15.0
